idx,'CRIE Readability 1.0','SVM readability prediction 1.0','SVM readability prediction 2.0',Paragraphs,'Average paragraph length',Characters,Words,Adverbs,Verbs,'Type-token ratio','Difficult words','Low-stroke characters','Intermediate-stroke characters','High-stroke characters','Average strokes','Two-character words','Three-character words',Sentences,'Average sentence length','Simple sentence ratio','modifiers per NP','Np ratio','Average propositional phrase','Sentences with complex structure',Parallelism,'Average number of idioms each sentence','Content words',Negatives,'Sentences with complex semantic categories','Number of complex semantic categories','Intentional words','Noun word density','Content word frequency in logarithmic','Average frequency of content word in domain in Logarithmic','Number of Idioms','Standard Deviation of number of idioms',Pronouns,'Personal pronouns','First personal pronouns','Third personal pronouns',conjunctions,'positive conjunctions','negative conjunctions','adversative conjunctions','causal conjunctions','hypothesis conjunction','condition conjunction','purpose conjunctions','figure of speech (simile)','Content word category',class
847,-1.03005,4.917642,-0.651698,0,-1.68072,0.790513,0.701497,-2.269859,1.133294,-0.890676,1.632452,-1.366851,1.454509,-0.169832,1.668737,1.010024,-0.260748,-1.68072,10.116365,1.892034,-0.965447,-3.34811,-0.949827,-1.334991,-0.118359,-0.282775,2.362493,-0.486922,-1.813631,-1.089785,-0.398656,2.362493,-0.524407,-1.565377,-0.294373,-0.158836,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.167699,censored
848,0.626234,0.195487,-0.651698,0,2.032034,1.111762,0.846302,-0.055531,-0.737054,-0.510164,-0.854816,1.211125,-1.187016,-0.169832,-1.172812,0.653792,-0.300229,2.032034,-0.79717,-0.720549,0.736195,-0.172895,0.164893,-0.992764,-0.118359,-0.282775,-0.467267,0.149891,1.444452,3.248325,-0.398656,-0.467267,0.045183,-0.076104,-0.294373,-0.158836,-0.36838,-0.355529,0.278619,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.275553,censored
849,0.656081,0.195487,-0.651698,0,-0.030607,0.732104,0.460157,-0.224366,-0.189651,-0.943234,0.306884,0.178925,-0.129372,-0.169832,-0.749745,0.609911,-0.186456,-0.030607,0.185049,-0.720549,-0.590085,-0.322327,-0.578253,-1.334991,-0.118359,-0.282775,1.221461,-0.486922,-0.365594,-0.018838,-0.398656,1.221462,0.791526,0.289757,-0.294373,-0.158836,-0.74973,-0.739313,-0.484121,-0.400669,-0.42236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.356132,censored
850,0.431146,0.195487,-0.651698,0,-0.855663,-0.961752,-0.891352,0.216819,0.107582,0.542791,0.682058,-1.393076,1.481381,-0.169832,0.961927,-0.852023,-0.576852,-0.855663,-0.00897,-0.720549,1.536968,-0.60144,0.28875,1.326773,-0.118359,-0.282775,-0.550495,0.824164,-1.813631,-1.089785,-0.398656,-0.550496,-0.2185,0.935061,-0.294373,-0.158836,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.079635,censored
851,0.809332,0.195487,-0.651698,0,1.206978,0.936535,0.701497,0.253934,0.938466,0.384443,-0.285695,-0.098755,0.155153,-0.169832,0.243336,0.622414,-0.874893,1.206978,-0.547068,-0.720549,-0.507862,0.621928,0.211339,-0.408127,-0.118359,-0.282775,0.039556,0.178405,-0.003585,0.151225,-0.398656,0.039556,-0.121183,-0.201973,-0.294373,-0.158836,0.445545,0.062623,-0.484121,-0.400669,1.090141,-0.156894,0.389668,-0.363487,-0.334022,-0.383293,2.249762,-0.084213,1.561105,0.02271,censored
852,0.764953,0.195487,-0.651698,0,1.206978,0.556878,1.087643,0.172612,1.177455,-1.757757,0.011372,-1.658024,1.75286,-0.169832,2.133778,-0.723022,-1.181966,1.206978,-0.365175,-0.720549,-0.640133,-0.713094,-0.253127,-1.334991,-0.118359,-0.282775,0.098685,0.701796,-0.456097,-0.128316,1.696047,0.098685,2.127479,0.0989,-0.294373,-0.158836,0.673975,0.693478,-0.484121,-0.400669,-0.056574,-0.226039,0.287001,1.044629,1.193119,-0.383293,-0.219337,-0.084213,-0.157799,-1.626299,censored
853,0.884856,0.195487,-0.651698,0,-0.030607,1.053353,1.232447,-0.463298,0.501352,0.07747,-0.510803,0.253505,-0.20579,-0.169832,-0.303208,-0.310168,-0.390663,-0.030607,0.767104,-0.720549,-0.464964,-0.162129,-0.20668,1.174672,-0.118359,1.926206,0.185755,-0.486922,-0.365594,-1.008447,-0.398656,0.185756,-0.130255,0.936198,1.307096,2.497053,-0.065257,-0.050471,0.200389,-0.400669,-0.092177,0.308506,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.162122,censored
854,0.643791,0.195487,-0.651698,0,0.794449,0.7029,0.942838,0.665803,0.82211,-0.449894,-0.246758,-0.434453,0.499126,-0.169832,-0.195162,-0.088204,-0.61047,0.794449,-0.199524,-0.067404,0.464504,-0.40532,-0.684417,0.29466,-0.118359,-0.282775,-0.388662,-0.486922,-0.262163,0.15833,-0.398656,-0.388662,0.226116,0.547036,-0.294373,-0.158836,2.957834,2.991914,-0.484121,0.362271,0.46411,-0.201911,1.218496,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.595507,censored
855,0.670645,0.195487,-0.651698,0,-0.030607,0.907331,0.991106,-0.339561,-0.486714,-0.160927,-0.83547,1.551856,-1.536147,-0.169832,-0.778077,0.801175,-0.900132,-0.030607,0.585212,-0.720549,-0.214722,-1.083452,0.164893,-0.650538,-0.118359,-0.282775,0.036663,0.123721,-0.365594,-0.51023,0.67739,0.036663,-0.005292,-0.535813,-0.294373,-0.158836,-0.74973,-0.371301,-0.484121,-0.400669,0.919809,0.384783,0.310558,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.283157,censored
856,-0.074569,0.195487,-0.651698,0,1.619506,0.96574,1.135911,0.511294,0.087375,-1.338086,1.003424,-0.488308,0.554309,-0.169832,0.396478,0.139602,-0.911257,1.619506,-0.534436,0.585742,0.2232,0.900166,-0.124109,0.186017,3.041068,-0.282775,-0.243865,-0.486922,0.197531,0.819783,1.668485,-0.243864,0.767183,-1.004587,-0.294373,-0.158836,-0.74973,-0.739313,-0.484121,-0.400669,-0.525495,-0.233659,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.801438,censored
857,0.500916,0.195487,-0.651698,0,-0.855663,-0.990956,-1.084425,-0.391036,-0.301939,1.343143,0.604522,-0.236983,0.296789,-0.169832,1.064021,1.066012,-0.49617,-0.855663,-0.251493,-0.720549,-0.715205,-0.074395,0.28875,-1.334991,-0.118359,3.39886,0.00436,-0.486922,-0.606934,-0.810245,-0.398656,0.004359,-0.883962,0.170839,3.869446,2.497053,0.140086,0.156182,-0.484121,-0.400669,0.174841,0.642597,-0.572842,-0.363487,-0.334022,-0.383293,5.294986,-0.084213,4.425946,0.834649,censored
858,0.501346,0.195487,-0.651698,0,-0.855663,-1.224591,-1.229229,-0.182277,1.003409,1.659562,1.080507,-2.160162,2.267377,-0.169832,1.618031,1.033951,-0.419971,-0.855663,-0.433385,-0.720549,-0.464964,-1.387368,-0.949827,0.946521,-0.118359,-0.282775,1.314434,1.164075,1.806461,0.143705,-0.398656,1.314433,-1.216693,0.844359,-0.294373,-0.158836,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,2.057926,censored
859,-1.826123,0.195487,-0.651698,0,-1.268191,-1.078569,-0.843084,1.353586,-0.364098,0.574699,-0.007458,-0.074362,0.130159,-0.169832,-0.778077,-1.448529,-0.006316,-1.268191,1.112699,1.892034,-0.364867,0.573376,-0.020894,0.376143,-0.118359,-0.282775,-0.467267,-0.486922,-1.813631,-1.089785,-0.398656,-0.467267,-0.920932,1.513237,-0.294373,-0.158836,-0.74973,-0.739313,-0.484121,-0.400669,0.009544,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.557098,censored
860,0.658321,0.195487,-0.651698,0,-0.030607,0.410856,0.267084,-0.326249,-0.42197,-0.14075,-0.099986,0.250882,-0.369733,1.797574,0.765474,0.359553,0.946365,-0.030607,0.039535,-0.720549,-0.590085,-0.204889,1.279612,0.262067,-0.118359,-0.282775,-0.808789,-0.486922,0.358424,-0.251164,-0.398656,-0.808789,0.079891,-1.452463,-0.294373,-0.158836,-0.289481,-0.276126,-0.484121,0.546429,0.813229,1.441343,-0.572842,-0.363487,3.615482,-0.383293,-0.219337,-0.084213,-0.157799,-0.572245,censored
861,-2.154396,-1.378565,-0.651698,0,-1.68072,-2.188337,-2.098057,3.992886,-1.897363,1.659562,-0.384062,1.251631,-1.228521,-0.169832,0.233366,-2.49282,1.104019,-1.68072,-0.433385,1.892034,2.037451,-2.128093,-0.949827,-1.334991,-0.118359,-0.282775,-2.353773,-0.486922,-1.813631,-1.089785,-0.398656,-2.353773,-1.216693,2.728448,-0.294373,-0.158836,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.460587,censored
862,-0.079315,0.195487,-0.651698,0,-0.030607,-0.844934,-0.891352,-0.612074,-1.812046,-0.853172,-1.934781,-0.564983,0.632875,-0.169832,1.115268,0.166403,0.028262,-0.030607,-0.833548,-0.720549,-0.014529,0.118483,-0.578253,-1.334991,-0.118359,-0.282775,-1.798918,-0.486922,-0.365594,-0.735451,-0.398656,-1.798918,1.001512,-0.797914,-0.294373,-0.158836,-0.74973,-0.739313,-0.484121,-0.400669,2.080616,-0.80513,3.22058,2.742651,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-1.793917,censored
863,-1.726559,0.195487,-0.651698,0,-0.443135,0.206425,0.460157,-1.360751,2.336828,-6.301933,5.249802,-12.139183,12.492391,-0.169832,7.397628,0.191042,-1.181966,-0.443135,0.748915,1.892034,-0.965447,-0.60307,-0.48536,-1.334991,6.990353,-0.282775,1.90608,-0.486922,0.901438,0.977316,-0.398656,1.90608,9.74929,0.126758,-0.294373,-0.158836,-0.319174,-0.306009,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-5.68331,censored
864,0.568031,0.195487,-0.651698,0,0.381921,0.206425,0.218816,0.449491,-0.370641,-0.33887,-0.384062,-0.09148,0.147699,-0.169832,0.236515,-0.61975,0.622759,0.381921,-0.342439,-0.720549,-0.665157,-0.255365,-0.330538,-0.764613,-0.118359,-0.282775,-1.360875,0.295129,0.599763,0.949737,2.357532,-1.360875,0.191026,1.173122,-0.294373,-0.158836,-0.281406,-0.268,0.452577,-0.400669,2.062704,3.004678,2.821273,-0.363487,1.675375,2.693164,-0.219337,-0.084213,2.134073,-0.971864,censored
865,-0.279129,0.195487,-0.651698,0,-0.030607,-0.085619,-0.070793,-0.888371,-0.276344,0.542791,0.391298,-0.204459,0.263463,-0.169832,-0.137789,1.015091,-0.778557,-0.030607,-0.215114,0.585742,0.16064,0.573375,-0.20668,-1.334991,-0.118359,-0.282775,-0.966636,-0.486922,0.358424,-0.046417,-0.398656,-0.966636,-1.006547,-0.196723,-0.294373,-0.158836,0.820533,0.31421,-0.484121,-0.400669,0.379031,0.898078,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.301316,censored
866,0.396759,0.195487,-0.651698,0,-0.443135,-0.114824,-0.312134,-0.12555,-0.510037,0.215043,-0.670608,1.737709,-1.726582,-0.169832,-0.362923,1.229108,0.607066,-0.443135,0.021346,-0.720549,0.348321,-0.463441,-0.020894,-0.479424,-0.118359,-0.282775,0.209415,-0.486922,-0.003585,-0.786638,-0.398656,0.209415,-0.237308,-0.762088,-0.294373,-0.158836,-0.74973,-0.739313,-0.484121,-0.400669,0.526995,1.08321,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.243345,censored
867,0.926662,0.195487,-0.651698,0,0.381921,0.994944,1.135911,0.140474,0.087375,0.410542,-0.167267,-0.327625,0.389665,-0.169832,0.658635,-1.113329,-0.099131,0.381921,0.233554,-0.720549,-0.214722,-0.39535,0.28875,-1.334991,-0.118359,-0.282775,0.128472,-0.486922,-0.003585,0.363076,0.634915,0.128473,-0.236012,0.293872,-0.294373,-0.158836,-0.398487,-0.385828,0.218403,-0.400669,-0.068754,-0.233659,0.275687,1.026101,-0.334022,-0.383293,-0.219337,-0.084213,4.425946,0.348935,censored
868,-1.260288,0.195487,-0.651698,0,0.794449,0.556878,0.942838,1.448646,-0.628275,-0.054372,-1.894398,-0.572866,0.640951,-0.169832,0.371705,-1.05005,-0.61047,0.794449,-0.199524,1.238888,-0.321969,-0.02448,-0.153599,-0.3572,-0.118359,-0.282775,0.200871,1.989573,-0.262163,-0.025943,-0.398656,0.200871,-0.224533,0.64799,-0.294373,-0.158836,-0.008217,0.006933,-0.484121,0.362271,-0.500121,-0.80513,0.322827,-0.363487,-0.334022,-0.383293,2.078297,-0.084213,-0.157799,0.214015,censored
869,-0.757476,0.195487,-0.651698,0,1.619506,0.96574,0.89457,0.70715,-0.957676,-0.078511,-1.033835,-0.488308,0.554309,-0.169832,0.010943,-0.27109,0.266898,1.619506,-0.635487,1.021173,-0.882033,0.230608,0.082321,0.312767,-0.118359,-0.282775,-0.228132,1.39661,-0.204701,-0.176371,-0.398656,-0.228132,-0.185625,1.06433,-0.294373,-0.158836,0.754183,0.774199,-0.484121,1.146702,-0.49333,-0.80513,0.335442,-0.363487,-0.334022,-0.383293,2.110658,-0.084213,-0.157799,0.041089,censored
870,0.201067,0.195487,-0.651698,0,0.381921,1.111762,1.039375,1.157724,0.533013,-0.136326,0.462023,-0.631922,0.701463,-0.169832,1.079447,0.028778,-0.069865,0.381921,0.172922,0.150312,-0.364867,-0.691799,0.598395,0.566269,-0.118359,1.558043,-0.887907,0.71786,-0.003585,-0.163416,-0.398656,-0.887906,0.211548,-0.152108,1.393662,2.497053,-0.74973,-0.739313,-0.484121,-0.400669,0.42502,-0.218214,1.170082,1.063658,-0.334022,0.801559,-0.219337,-0.084213,-0.157799,-0.635619,censored
871,-2.069582,-1.378565,-0.651698,0,-1.268191,-1.896293,-1.904984,3.149824,-1.339522,1.659562,-0.637545,0.36401,-0.319019,-0.169832,0.012341,2.242425,-1.181966,-1.268191,-0.888116,1.892034,-0.464964,0.181227,-0.949827,-1.334991,-0.118359,-0.282775,0.185755,6.371064,-0.003585,-1.014992,-0.398656,0.185756,-1.216693,1.119735,-0.294373,-0.158836,1.30369,1.327213,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,1.282999,censored
872,-1.058881,-1.378565,-0.651698,0,-0.443135,-1.224591,-1.132693,0.645557,-0.196911,1.332232,0.411351,0.003414,0.050466,-0.169832,0.139105,-0.53596,-1.181966,-0.443135,-0.751696,1.021173,-0.464964,0.380569,-0.48536,0.376143,-0.118359,-0.282775,-0.564845,-0.486922,0.901438,-0.479311,2.310011,-0.564844,-1.216693,-0.977833,-0.294373,-0.158836,1.091267,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.767654,censored
873,0.914274,0.195487,-0.651698,0,0.381921,0.264834,0.122279,-0.988843,-1.211726,0.796602,0.993964,-0.208483,0.267586,-0.169832,-0.403238,1.092244,-0.433825,0.381921,-0.40307,-0.720549,-0.665157,1.079537,0.598395,0.661332,-0.118359,-0.282775,0.047235,-0.486922,0.599763,0.355972,-0.398656,0.047235,-0.736639,-1.059788,-0.294373,-0.158836,-0.74973,-0.739313,-0.484121,-0.400669,-0.351103,-0.015461,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.658026,censored
874,0.439742,0.195487,-0.651698,0,-0.443135,-0.990956,-0.650011,-0.101986,-0.335409,0.929365,-0.637545,0.991714,-0.962197,-0.169832,-0.555755,-1.974902,-0.126896,-0.443135,-0.296966,-0.720549,-0.965447,1.653962,-0.949827,1.089115,-0.118359,-0.282775,0.548544,-0.486922,-0.003585,-0.530705,3.629619,0.548545,-0.717596,0.224577,-0.294373,-0.158836,-0.065257,-0.050471,0.884899,-0.400669,-0.092177,0.308506,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,1.033916,censored
877,0.498507,0.195487,-0.651698,0,0.794449,0.498469,0.701497,0.674566,-0.814985,0.242763,-1.318544,0.631881,-0.593494,-0.169832,-0.071364,-0.023602,-0.567821,0.794449,-0.329447,-0.720549,-0.750954,0.246824,0.37722,0.131695,-0.118359,-0.282775,-0.382796,0.843732,0.254993,0.550481,-0.398656,-0.382797,-0.097874,-0.338222,-0.294373,-0.158836,-0.351305,-0.338345,-0.484121,-0.400669,0.053952,0.491342,0.389668,-0.363487,-0.334022,2.233991,-0.219337,-0.084213,-0.157799,-0.122279,censored
878,0.907992,0.195487,-0.651698,0,1.206978,1.082557,0.89457,-1.079055,0.145434,0.723676,-0.476886,0.271697,-0.224431,-0.169832,0.580248,1.070076,-0.312648,1.206978,-0.456122,-0.720549,0.623587,0.175608,-0.253127,-0.051641,-0.118359,-0.282775,1.366099,0.140922,-0.003585,0.192173,-0.398656,1.366099,-0.473377,0.498867,-0.294373,-0.158836,0.378205,0.395821,0.267876,-0.400669,-0.49333,-0.193414,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,1.561105,1.272475,censored
880,1.013999,0.195487,-0.651698,0,-0.030607,0.673696,0.460157,0.002911,0.441969,-0.024601,1.263578,-0.162265,0.220229,-0.169832,-0.225962,1.308025,0.14538,-0.030607,0.185049,-0.720549,-0.214722,-0.481069,-0.578253,-0.650538,-0.118359,-0.282775,0.993254,-0.486922,-0.365594,-0.325958,-0.398656,0.993254,-0.14354,-1.183686,-0.294373,-0.158836,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.74064,censored
881,0.98398,0.195487,-0.651698,0,-0.443135,0.907331,0.701497,-0.377014,0.353982,0.667803,0.452054,-0.120825,0.177767,-0.169832,0.773642,0.234805,1.274615,-0.443135,0.97628,-0.720549,-0.965447,-0.354374,0.443573,0.376143,-0.118359,-0.282775,0.88426,-0.486922,-0.908608,-0.400752,3.118569,0.88426,-0.705481,-0.23017,-0.294373,-0.158836,-0.74973,-0.739313,-0.484121,-0.400669,-0.464142,-0.156894,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,1.182622,censored
882,0.578868,0.195487,-0.651698,0,-0.443135,0.44006,0.218816,-0.29215,-0.828658,0.327274,-0.904369,-0.210143,0.269287,-0.169832,-0.173089,0.139602,0.983704,-0.443135,0.521549,-0.720549,-0.107476,-0.403151,-0.020894,0.518737,-0.118359,-0.282775,0.624921,0.295129,-0.908608,-1.014992,0.979438,0.624921,0.006202,-0.044128,-0.294373,-0.158836,0.655242,0.674626,2.325973,-0.400669,0.23574,-0.043168,0.55853,1.489297,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.391542,censored
884,-1.224316,-1.378565,-0.651698,0,0.794449,0.352447,0.604961,-0.318773,0.267059,-0.677066,-0.637545,0.039474,0.013517,-0.169832,-0.119495,-0.953865,-0.232403,0.794449,-0.381416,1.456603,-0.536461,-0.601034,0.37722,0.213178,-0.118359,-0.282775,-0.902614,-0.486922,0.772149,1.331651,-0.398656,-0.902614,0.006202,-0.231915,-0.294373,-0.158836,0.893006,0.087298,0.337291,-0.400669,-0.448201,-0.136948,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.510404,censored
886,0.27639,0.195487,-0.651698,0,1.619506,1.024148,1.328984,1.429075,-0.737054,-0.357605,-0.590017,-0.034698,-0.325027,1.461676,-0.840441,-0.304619,-0.924793,1.619506,-0.453595,-0.067404,0.64722,-0.682353,-0.124109,0.186017,-0.118359,-0.282775,-1.174707,0.07029,-0.204701,0.43787,-0.398656,-1.174707,0.127534,0.690572,-0.294373,-0.158836,0.251312,-0.067692,-0.484121,0.285977,0.319476,-0.262232,1.039363,-0.363487,-0.334022,1.808682,-0.219337,-0.084213,-0.157799,-0.74392,censored
889,-0.275692,0.195487,-0.651698,0,0.381921,1.140966,1.135911,0.882115,-0.256137,-0.713576,0.873347,0.437833,-0.394662,-0.169832,-0.219896,-0.202106,0.712996,0.381921,0.233554,1.021173,-0.164674,-0.497267,0.908039,0.756395,-0.118359,-0.282775,-0.988538,0.099617,-0.003585,-0.865405,0.634915,-0.988538,-0.071579,0.073686,-0.294373,-0.158836,-0.047244,-0.032343,0.920926,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.5458,censored
891,-0.918153,0.195487,-0.651698,0,-0.030607,1.082557,0.89457,0.111748,-0.038418,-0.613302,-0.337649,0.669796,-0.632343,-0.169832,-0.55489,0.58238,0.266898,-0.030607,0.512455,1.238888,-0.38155,0.570299,0.908039,-0.308311,-0.118359,-0.282775,-1.025247,-0.486922,-0.365594,-0.735451,-0.398656,-1.025247,-0.097874,-0.345788,-0.294373,-0.158836,0.002227,-0.360935,-0.484121,0.373017,0.973388,1.641733,-0.572842,-0.363487,1.279155,-0.383293,-0.219337,-0.084213,-0.157799,-0.506194,censored
897,-1.091519,0.195487,-0.651698,0,1.619506,1.228579,0.991106,0.818618,-0.486714,-0.160927,-0.29378,0.103271,-0.051853,-0.169832,-0.095571,0.682591,-0.900132,1.619506,-0.595067,1.518808,-0.075699,-0.100936,-0.330538,-0.511112,-0.118359,2.171648,-0.350975,0.734363,0.197531,0.600412,0.67739,-0.350975,-0.005292,-1.477245,3.127944,6.119162,0.71298,-0.00329,0.247274,0.35182,0.919809,1.574695,-0.572842,-0.363487,2.80394,0.817789,-0.219337,-0.084213,-0.157799,-0.283157,censored
900,-0.383928,0.195487,-0.651698,0,0.794449,1.053353,1.039375,0.205618,-0.348978,0.63334,-1.007493,0.521044,-0.616991,-0.169832,-0.173855,0.847647,-0.903941,0.794449,-0.147554,0.585742,0.536002,0.477648,0.37722,-0.3572,-0.118359,-0.282775,-0.505507,-0.486922,0.254993,0.13075,0.662849,-0.505507,-0.538667,-0.857605,-0.294373,-0.158836,-0.028258,-0.013236,-0.484121,0.341651,1.363191,0.955619,0.29862,-0.363487,1.213756,0.801559,-0.219337,-0.084213,-0.157799,0.152024,censored
906,-1.76213,-1.378565,-0.651698,0,-0.443135,-1.399818,-1.277498,0.439983,0.166648,1.294463,0.503129,-0.789897,0.863333,-0.169832,-0.032027,-1.087044,0.400639,-0.443135,-0.888116,1.892034,-0.590085,1.238393,-0.020894,-0.33683,-0.118359,-0.282775,-0.35843,-0.486922,1.806461,0.574367,-0.398656,-0.35843,-1.216693,0.157439,-0.294373,-0.158836,1.30369,1.327213,1.569409,1.712087,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,3.28001,0.909374,censored
912,-2.158607,0.195487,-0.651698,0,-1.68072,-1.925497,-1.953252,0.07867,2.091198,0.868516,1.263578,1.019639,-0.99081,-0.169832,-0.310334,-0.088204,2.247012,-1.68072,0.112292,1.892034,-0.965447,0.311943,-0.949827,2.087276,-0.118359,-0.282775,1.183426,-0.486922,1.806461,-1.014992,-0.398656,1.183427,-0.418139,-3.020442,-0.294373,-0.158836,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,1.158457,censored
913,1.62527,0.195487,-0.651698,0,0.794449,1.024148,0.991106,-0.146531,-0.307899,-0.160927,1.602134,0.369873,-0.325027,-0.169832,0.078987,-1.21475,0.790871,0.794449,-0.173539,-0.720549,0.520681,1.013856,-0.684417,0.213178,-0.118359,1.295068,0.81194,0.123721,0.254993,0.601668,0.67739,0.81194,-0.008521,0.315756,1.416786,2.497053,1.810013,1.836767,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.249131,censored
923,0.556377,0.195487,-0.651698,0,-0.443135,0.381651,0.36362,-0.391036,0.350735,-1.029995,-0.71359,0.721036,-0.853126,-0.169832,-0.605427,1.210289,-0.839068,-0.443135,0.657968,-0.720549,1.870623,-0.60307,-0.020894,-0.479424,-0.118359,-0.282775,-0.70308,0.998975,-1.813631,-1.089785,-0.398656,-0.703079,0.674619,-0.13723,-0.294373,-0.158836,0.584993,0.603929,-0.484121,1.430386,-0.403698,-0.081267,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.784396,censored
929,0.76903,0.195487,-0.651698,0,0.381921,1.140966,1.184179,0.292173,0.720866,0.056923,-0.726428,0.176614,-0.127003,-0.169832,-0.38825,-0.818957,0.421193,0.381921,0.263868,-0.720549,-0.464964,0.194042,-0.330538,1.802088,-0.118359,-0.282775,0.341236,0.091999,-1.210283,-1.014992,-0.398656,0.341237,-0.172382,-0.094049,-0.294373,-0.158836,-0.056367,-0.390419,0.209279,-0.400669,-0.080618,-0.241081,0.264667,1.008055,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.380475,censored
932,0.352921,-1.378565,-0.651698,0,-0.855663,-1.54584,-1.760179,0.372237,1.547303,1.066277,1.881443,0.157955,-0.107885,-0.169832,-0.608203,-0.088204,0.103901,-0.855663,-1.100323,-0.720549,-0.298136,-1.129896,0.28875,-0.004109,-0.118359,-0.282775,-1.174707,-0.486922,1.806461,0.209516,-0.398656,-1.174707,-1.216693,-1.224704,-0.294373,-0.158836,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.348935,censored
933,0.324161,0.195487,-0.651698,0,1.619506,0.994944,0.798034,2.01876,-1.645122,-2.192488,-0.813881,0.896037,-0.864161,-0.169832,-0.966452,0.978192,0.308894,1.619506,-0.675908,-0.720549,1.414628,0.144169,-0.536968,-0.574487,-0.118359,-0.282775,0.106887,0.15912,1.404228,1.494607,-0.398656,0.106887,2.462913,0.771168,-0.294373,-0.158836,0.024023,0.039378,-0.484121,1.191553,0.023918,0.453763,-0.572842,-0.363487,-0.334022,2.158128,-0.219337,-0.084213,-0.157799,-1.586878,censored
939,0.44064,0.195487,-0.651698,0,-0.443135,-0.260846,-0.119061,1.112023,0.046154,-0.049097,-1.109023,1.057815,-1.029927,-0.169832,-1.475678,-1.30013,0.463943,-0.443135,0.203238,-0.720549,4.206209,-0.490839,-0.48536,-0.479424,-0.118359,-0.282775,0.098685,-0.486922,-0.003585,-0.20311,-0.398656,0.098685,-0.137566,0.463993,-0.294373,-0.158836,0.318049,0.335281,-0.484121,1.796598,0.406257,-0.80513,2.006685,1.748687,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.251793,censored
