'CRIE Readability 1.0','SVM readability prediction 1.0','SVM readability prediction 2.0',Paragraphs,'Average paragraph length',Characters,Words,Adverbs,Verbs,'Type-token ratio','Difficult words','Low-stroke characters','Intermediate-stroke characters','High-stroke characters','Average strokes','Two-character words','Three-character words',Sentences,'Average sentence length','Simple sentence ratio','modifiers per NP','Np ratio','Average propositional phrase','Sentences with complex structure',Parallelism,'Average number of idioms each sentence','Content words',Negatives,'Sentences with complex semantic categories','Number of complex semantic categories','Intentional words','Noun word density','Content word frequency in logarithmic','Average frequency of content word in domain in Logarithmic','Number of Idioms','Standard Deviation of number of idioms',Pronouns,'Personal pronouns','First personal pronouns','Third personal pronouns',conjunctions,'positive conjunctions','negative conjunctions','adversative conjunctions','causal conjunctions','hypothesis conjunction','condition conjunction','purpose conjunctions','figure of speech (simile)','Content word category',class
1.341145,0.425853,-0.578255,0.05512,0.383521,1.581665,1.507952,-0.408265,-0.6624,0.198028,0.691421,-0.125334,0.244033,-0.157364,-0.129446,0.562794,-0.182966,0.38291,0.840563,-0.936197,0.9385,0.105404,1.339521,0.18678,-0.102567,-0.229998,-0.409099,-0.463198,-1.61636,-0.968659,0.393947,-0.409099,-0.516909,-1.203416,-0.146636,-0.191507,-0.691219,-0.679102,-0.444128,-0.361364,-0.746321,-0.606327,-0.431698,-0.300137,-0.222235,-0.280489,-0.164986,-0.038133,-0.121372,0.125523,censored
0.968006,0.425853,-0.578255,0.05512,-0.006936,-0.009886,0.094108,-0.280708,0.080475,0.763488,1.04624,0.671582,-0.702746,-0.157364,-0.293469,-1.055024,0.347466,-0.008241,0.006954,-0.936197,0.270027,0.065785,-0.390553,-0.217786,-0.102567,-0.229998,0.995143,-0.463198,-0.111839,-0.413513,0.962113,0.995143,-0.503947,-0.600258,-0.146636,-0.191507,-0.209316,-0.190952,-0.444128,-0.361364,-0.746321,-0.606327,-0.431698,-0.300137,-0.222235,-0.280489,-0.164986,-0.038133,-0.121372,1.155081,censored
-0.772211,4.669972,-0.578255,0.05512,-1.178306,-0.083342,-0.269452,0.466264,-0.35933,0.903881,1.443064,-0.200434,0.333256,-0.157364,0.391222,0.925971,-0.336301,-1.181694,4.003121,1.318838,-0.822033,-2.621233,0.975295,-1.050717,-0.102567,9.675893,0.193317,-0.463198,-1.61636,-0.968659,-0.304085,0.193317,-0.886329,-1.086002,1.641624,1.649677,-0.691219,-0.679102,-0.444128,-0.361364,-0.746321,-0.606327,-0.431698,-0.300137,-0.222235,-0.280489,-0.164986,-0.038133,-0.121372,0.906166,censored
-0.62021,4.669972,-0.578255,0.05512,-1.178306,-0.058857,0.134503,0.195338,0.016754,0.772167,0.448692,0.475937,-0.470309,-0.157364,-0.529072,-0.796908,-0.06448,-1.181694,5.721903,1.318838,-0.822033,-2.621233,0.975295,-1.050717,-0.102567,-0.229998,0.540043,0.450548,-1.61636,-0.968659,-0.304085,0.540043,-0.695138,0.010466,-0.146636,-0.191507,1.66353,1.706178,1.179372,-0.361364,-0.746321,-0.606327,-0.431698,-0.300137,-0.222235,-0.280489,-0.164986,-0.038133,-0.121372,0.992657,censored
0.693287,0.425853,-0.578255,0.05512,-0.397393,-0.475108,-0.47143,-0.298765,0.74113,0.579138,0.915018,-0.870265,1.129051,-0.157364,1.259075,0.946608,-0.83464,-0.399392,-0.179247,-0.936197,-0.358735,-0.054529,-0.238792,-0.098796,-0.102567,-0.229998,1.003462,-0.463198,1.392681,0.376456,-0.304085,1.003462,-0.305108,0.254957,-0.146636,-0.191507,-0.691219,-0.679102,-0.444128,-0.361364,-0.746321,-0.606327,-0.431698,-0.300137,-0.222235,-0.280489,-0.164986,-0.038133,-0.121372,0.979982,censored
0.599286,0.425853,-0.578255,0.05512,-0.397393,-0.352681,-0.390639,0.69058,0.51762,0.085978,-0.772782,-0.418008,0.591746,-0.157364,-0.136055,-1.294174,0.805056,-0.399392,-0.064662,-0.936197,0.475202,-0.388295,-0.845835,1.011778,-0.102567,-0.229998,0.045678,-0.463198,0.389668,-0.281888,-0.304085,0.045678,-0.595718,1.088108,-0.146636,-0.191507,-0.022774,-0.00199,-0.444128,-0.361364,-0.746321,-0.606327,-0.431698,-0.300137,-0.222235,-0.280489,-0.164986,-0.038133,4.901154,0.530206,censored
0.642655,0.425853,-0.578255,0.05512,0.773978,1.189899,1.023205,-0.316412,0.168978,0.27458,1.462951,-0.388642,0.556857,-0.157364,0.255822,0.43631,0.44896,0.774061,0.049924,0.191321,-0.822033,0.112534,-0.238792,-0.49543,-0.102567,-0.229998,-0.010096,-0.463198,-0.111839,-0.305171,-0.304085,-0.010097,0.047548,0.295522,-0.146636,-0.191507,0.878614,0.911084,0.638205,-0.361364,0.209407,0.546908,-0.431698,-0.300137,-0.222235,-0.280489,-0.164986,-0.038133,-0.121372,-0.110111,censored
-0.493996,0.425853,-0.578255,0.05512,0.773978,1.091957,1.265579,0.650227,-0.630199,-0.907191,-1.176001,0.464304,-0.456489,-0.157364,-0.134824,0.410618,-0.83464,0.774061,0.221802,0.56716,2.977014,0.034575,-0.542314,-0.019469,-0.102567,-0.229998,0.278072,0.095202,-1.61636,-0.968659,-0.304085,0.278072,1.107064,-0.093202,-0.146636,-0.191507,-0.403416,-0.387568,0.051942,-0.361364,-0.308279,-0.606327,0.426893,1.20473,-0.222235,-0.280489,-0.164986,-0.038133,-0.121372,-0.60023,censored
0.641118,0.425853,-0.578255,0.05512,-0.397393,-0.205769,-0.10787,-1.259109,-1.136945,0.713242,-0.779096,0.164255,-0.100014,-0.157364,-1.047398,0.306498,-0.83464,-0.399392,0.336388,-0.936197,2.946128,0.937366,2.796425,1.963698,-0.102567,-0.229998,-0.192098,-0.463198,0.389668,-0.24167,-0.304085,-0.192097,-0.489254,-0.334897,-0.146636,-0.191507,-0.145908,-0.126721,-0.444128,0.991682,0.083654,-0.606327,1.195107,-0.300137,-0.222235,-0.280489,-0.164986,-0.038133,-0.121372,0.180091,censored
0.667874,0.425853,-0.578255,0.05512,-0.397393,-0.622021,-0.754198,-0.828162,0.016754,0.772167,0.110606,0.759383,-0.807059,-0.157364,-0.050477,1.669529,-0.83464,-0.399392,-0.580296,-0.936197,-0.590384,0.848048,0.368251,-0.098796,-0.102567,3.071965,0.304269,-0.463198,0.389668,-0.589012,-0.304085,0.30427,-0.886329,0.656946,2.617039,1.649677,1.19258,1.229122,-0.444128,1.975715,0.687271,1.123525,-0.431698,-0.300137,-0.222235,-0.280489,6.853647,-0.038133,-0.121372,0.992657,censored
0.180618,0.425853,-0.578255,0.05512,1.164434,0.96953,1.103996,0.797397,0.083911,-0.062024,-0.635173,0.695207,-0.730813,-0.157364,-0.499733,-0.071485,-0.087132,1.165212,-0.171063,0.191321,-0.336673,0.983947,-0.325512,-0.16679,-0.102567,-0.229998,-0.111803,-0.463198,-0.326771,0.807369,-0.304085,-0.111803,-0.174048,0.494857,-0.146636,-0.191507,0.832442,0.864314,0.081122,1.150864,0.645107,1.072647,-0.431698,-0.300137,-0.222235,0.838362,-0.164986,-0.038133,-0.121372,0.073684,censored
0.808472,0.425853,-0.578255,0.05512,-0.006936,0.283939,0.094108,-0.80436,0.080475,0.381619,-0.683504,0.972573,-1.06034,-0.157364,-0.834751,1.468772,-0.440605,-0.008241,0.006954,-0.936197,-0.648296,0.326585,0.06473,0.377164,-0.102567,2.246475,0.512628,0.471798,-0.8641,-0.669149,-0.304085,0.512628,-0.263592,0.599281,1.267337,1.649677,1.718292,1.761649,-0.444128,2.030066,1.454076,2.048795,-0.431698,-0.300137,1.982896,-0.280489,3.425942,-0.038133,-0.121372,0.590874,censored
0.849317,0.425853,-0.578255,0.05512,1.164434,1.238869,1.629138,0.372239,-0.242591,-1.388653,-1.371131,0.531119,-0.640763,-0.157364,-0.424385,-0.416285,-0.625461,1.165212,0.14814,-0.936197,1.417242,-0.181161,-0.065351,-0.16679,-0.102567,-0.229998,-0.714508,0.033158,0.103092,0.01001,1.712452,-0.714508,0.918113,0.398683,-0.146636,-0.191507,0.843729,1.134888,0.437773,2.812447,0.421791,0.803182,-0.431698,-0.300137,2.119015,-0.280489,-0.164986,-0.038133,-0.121372,-1.099426,censored
-1.065403,-0.988853,-0.578255,0.05512,0.773978,-0.744448,-0.713803,-1.851662,-0.539195,-1.353397,-1.315237,-0.241427,0.381957,-0.157364,-0.586663,-0.314344,-0.83464,0.774061,-1.18187,1.318838,-0.127086,2.265376,-0.238792,-1.050717,-0.102567,-0.229998,-0.085271,-0.463198,-0.111839,1.246116,-0.304085,-0.085271,0.238298,1.380706,-0.146636,-0.191507,5.615413,5.709299,-0.444128,15.286905,1.996203,-0.606327,-0.431698,-0.300137,-0.222235,-0.280489,-0.164986,-0.038133,-0.121372,-0.717433,censored
0.080333,0.425853,-0.578255,0.05512,1.554891,1.263355,1.386765,-0.350529,0.491693,0.160134,-0.948732,0.366509,-0.340302,-0.157364,-0.424904,0.354096,-0.83464,1.556363,-0.229378,0.416824,-0.474559,0.704597,0.292371,0.258174,-0.102567,-0.229998,0.335706,-0.463198,0.264291,2.054065,0.421868,0.335706,-0.080531,0.212468,-0.146636,-0.191507,1.519106,1.559881,-0.444128,4.437439,0.51524,-0.098904,0.39255,1.144535,1.04204,-0.280489,-0.164986,-0.038133,-0.121372,0.154553,censored
-1.232883,-0.988853,-0.578255,0.05512,-1.178306,-1.454524,-1.481318,0.962963,-0.211583,1.145358,2.646254,-1.184247,1.502079,-0.157364,-1.132023,-1.56767,3.401242,-1.181694,-1.153223,1.318838,-0.822033,-0.400047,-0.845835,-1.050717,-0.102567,-0.229998,-0.874602,-0.463198,1.392681,-0.230401,-0.304085,-0.874602,-0.886329,-1.76577,-0.146636,-0.191507,-0.691219,-0.679102,-0.444128,-0.361364,-0.746321,-0.606327,-0.431698,-0.300137,-0.222235,-0.280489,-0.164986,-0.038133,-0.121372,0.073684,censored
0.914752,0.425853,-0.578255,0.05512,-0.006936,0.308424,0.417272,0.576642,-0.556326,0.018468,-0.015348,0.590352,-0.60624,-0.157364,-0.260067,0.061509,-0.83464,-0.008241,0.35071,-0.936197,-0.822033,0.058293,0.06473,-0.336776,-0.102567,-0.229998,-1.128868,0.325132,-0.111839,-0.479325,-0.304085,-1.128868,0.154638,0.556771,-0.146636,-0.191507,0.93402,0.967209,1.656872,-0.361364,2.34574,0.139884,3.20469,3.948899,1.636993,1.211312,-0.164986,-0.038133,-0.121372,-0.917367,censored
-1.42594,4.669972,-0.578255,0.05512,-1.178306,-0.230254,0.013317,1.718106,0.952375,-2.25887,-0.573813,-0.226324,-0.066604,5.051487,0.81286,-0.947301,-0.421383,-1.181694,5.206268,1.318838,-0.822033,-2.621233,2.796425,-1.050717,-0.102567,-0.229998,-0.811345,0.517407,-1.61636,-0.968659,-0.304085,-0.811345,3.109562,0.01281,-0.146636,-0.191507,-0.691219,-0.679102,-0.444128,-0.361364,-0.746321,-0.606327,-0.431698,-0.300137,-0.222235,-0.280489,-0.164986,-0.038133,-0.121372,-2.04668,censored
0.525501,0.425853,-0.578255,0.05512,-0.006936,0.234968,0.417272,0.797397,-0.753321,-0.625469,-1.47376,-0.13571,0.25636,-0.157364,-0.439436,-0.603462,-0.502414,-0.008241,0.35071,-0.936197,0.50995,0.319264,-0.845835,0.496154,-0.102567,-0.229998,-0.111803,-0.463198,-0.111839,-0.118925,-0.304085,-0.111803,0.272991,0.192453,-0.146636,-0.191507,-0.284909,-0.267524,-0.444128,-0.361364,-0.127908,0.139884,0.780431,-0.300137,-0.222235,1.211312,-0.164986,-0.038133,-0.121372,-0.441662,censored
1.050797,0.425853,-0.578255,0.05512,0.773978,0.945045,1.063601,0.836935,0.575666,-0.570205,-0.156836,-0.102053,0.099492,-0.157364,0.194306,-0.631252,-0.075975,0.774061,0.078571,-0.936197,-0.590384,-0.573007,-0.542314,-0.019469,-0.102567,1.420984,0.48022,1.937089,-0.111839,-0.239359,0.508549,0.48022,0.749894,0.719673,0.76084,1.649677,1.164464,1.200641,1.68823,-0.361364,-0.275589,-0.038316,-0.431698,-0.300137,-0.222235,0.855061,-0.164986,-0.038133,-0.121372,-0.318595,censored
-1.116747,0.425853,-0.578255,0.05512,-1.178306,-1.062758,-0.996572,0.962963,-0.211583,1.145358,-0.142959,0.868927,-0.937203,-0.157364,-0.403515,-0.295913,-0.83464,-1.181694,0.909314,1.318838,-0.822033,-0.400047,-0.845835,-1.050717,-0.102567,-0.229998,0.422156,2.049603,-1.61636,-0.968659,-0.304085,0.422156,-0.886329,-0.236235,-0.146636,-0.191507,0.603893,0.632802,-0.444128,-0.361364,1.224868,-0.606327,3.431965,6.471764,-0.222235,-0.280489,-0.164986,-0.038133,-0.121372,1.084555,censored
-1.178686,-0.988853,-0.578255,0.05512,-1.178306,-1.234156,-1.117758,0.746453,0.36804,1.145358,-0.071441,0.475937,-0.470309,-0.157364,-0.529072,-1.698106,-0.83464,-1.181694,0.39368,1.318838,0.104563,-0.570908,-0.845835,1.805045,-0.102567,-0.229998,0.122904,2.62948,-1.61636,-0.968659,-0.304085,0.122905,-0.886329,2.079864,-0.146636,-0.191507,-0.691219,-0.679102,-0.444128,-0.361364,-0.746321,-0.606327,-0.431698,-0.300137,-0.222235,-0.280489,-0.164986,-0.038133,-0.121372,0.851277,censored
-1.174091,-0.988853,-0.578255,0.05512,-1.178306,-1.062758,-0.996572,0.962963,-0.211583,0.632221,0.786778,-0.478469,0.663576,-0.157364,-0.145961,-0.295913,-0.83464,-1.181694,0.909314,1.318838,0.567862,-1.51064,2.796425,2.281005,-0.102567,-0.229998,-0.874602,-0.463198,-1.61636,-0.968659,-0.304085,-0.874602,-0.225851,0.632357,-0.146636,-0.191507,-0.691219,-0.679102,-0.444128,-0.361364,-0.746321,-0.606327,-0.431698,-0.300137,-0.222235,-0.280489,-0.164986,-0.038133,-0.121372,-0.431752,censored
-0.527776,-0.988853,-0.578255,0.05512,0.383521,-0.328196,-0.309847,0.195338,0.62565,0.398976,0.674083,-0.571685,0.542762,2.643622,0.640305,0.025238,0.19224,0.38291,-0.70634,0.755079,-0.822033,0.80574,-0.117383,-1.050717,-0.102567,-0.229998,-0.796011,-0.463198,0.189065,1.246116,1.345809,-0.79601,-0.032673,0.214768,-0.146636,-0.191507,-0.063286,-0.043027,-0.444128,1.196689,0.209407,-0.606327,-0.431698,-0.300137,-0.222235,-0.280489,-0.164986,5.159259,-0.121372,-0.60023,censored
0.51111,0.425853,-0.578255,0.05512,-0.397393,-0.352681,-0.309847,0.536505,-0.287695,-0.098611,-1.129045,-0.616663,0.355734,5.552338,0.456318,-0.180299,0.19224,-0.399392,0.049924,-0.936197,2.266622,-0.794924,-0.238792,-0.098796,-0.102567,3.071965,-0.481645,-0.463198,-0.613346,-0.559462,-0.304085,-0.481645,-0.069789,1.114912,1.695814,1.649677,-0.063286,-0.043027,0.638205,-0.361364,1.165135,1.700142,-0.431698,-0.300137,-0.222235,-0.280489,-0.164986,-0.038133,-0.121372,-0.355171,censored
0.744903,0.425853,-0.578255,0.05512,1.164434,1.116442,0.942414,-0.092521,0.573323,-1.292044,-0.259176,0.660402,-0.689464,-0.157364,0.23255,0.551925,-0.040412,1.165212,-0.269279,-0.936197,-0.325642,-0.436036,0.715133,0.30917,-0.102567,-0.229998,-0.064128,0.165002,0.103092,-0.099677,0.546642,-0.064128,1.117184,-0.777337,-0.146636,-0.191507,-0.691219,-0.679102,-0.444128,-0.361364,0.732071,1.177583,-0.431698,-0.300137,-0.222235,2.097069,-0.164986,-0.038133,4.18365,-1.063546,censored
1.285529,0.425853,-0.578255,0.05512,0.773978,1.385782,1.063601,-0.171289,0.87557,0.042496,0.287218,-0.332409,0.390272,-0.157364,0.15677,0.988498,0.176914,0.774061,0.078571,-0.936197,-0.636714,-0.295755,-0.238792,-0.098796,-0.102567,-0.229998,0.325383,0.136874,-0.111839,0.587994,-0.304085,0.325383,-0.338007,0.266365,-0.146636,-0.191507,0.855184,1.200641,0.088962,-0.361364,-0.275589,-0.038316,-0.431698,-0.300137,-0.222235,0.855061,-0.164986,-0.038133,2.389891,0.405611,censored
0.507796,0.425853,-0.578255,0.05512,0.383521,-0.034371,0.013317,0.619716,-1.253018,0.344363,-1.299462,0.019032,0.072519,-0.157364,-0.218076,0.04529,-0.008127,0.38291,-0.431335,-0.936197,-0.358735,-0.394352,0.246843,0.18678,-0.102567,-0.229998,-0.811345,1.498012,-0.412744,0.507857,-0.304085,-0.811345,-0.107908,0.102002,-0.146636,-0.191507,-0.691219,-0.679102,-0.444128,-0.361364,2.330657,2.178313,1.076073,2.342556,2.090463,1.575166,-0.164986,-0.038133,-0.121372,-0.468735,censored
0.173317,0.425853,-0.578255,0.05512,1.164434,1.434753,1.427161,0.074134,-0.608167,-0.583104,-0.387627,0.444947,-0.531672,-0.157364,-0.493243,0.217252,-0.388758,1.165212,0.025369,0.191321,1.996365,0.471646,0.19481,0.717136,-0.102567,1.185129,-0.738101,0.065813,0.532955,0.810946,-0.304085,-0.738101,0.155498,1.305302,0.653375,1.649677,-0.145908,-0.126721,-0.444128,0.991682,1.743602,1.897406,0.381704,-0.300137,-0.222235,1.721665,-0.164986,-0.038133,-0.121372,-0.671169,censored
0.508528,0.425853,-0.578255,0.05512,-0.006936,-0.25474,-0.188661,0.337491,-0.211583,0.233114,-1.485914,0.660402,-0.689464,-0.157364,-0.708899,0.504823,-0.83464,-0.008241,-0.293833,-0.936197,0.2783,-0.566395,-0.845835,0.496154,-0.102567,-0.229998,-1.16277,-0.463198,-0.111839,-0.194139,-0.304085,-1.162771,-0.280891,0.097767,-0.146636,-0.191507,0.459992,-0.096034,0.548011,1.066851,3.634099,0.450805,4.719852,-0.300137,-0.222235,6.059666,-0.164986,-0.038133,-0.121372,-0.60023,censored
0.749169,0.425853,-0.578255,0.05512,0.383521,-0.303711,-0.309847,-0.145829,0.321202,0.64777,-0.227481,0.045519,-0.18622,-0.157364,-0.11972,1.05292,-0.83464,0.38291,-0.70634,-0.936197,0.753181,0.009638,0.246843,-0.479564,-0.102567,-0.229998,-0.167279,-0.463198,0.790873,0.887505,-0.304085,-0.167279,-0.886329,0.077475,-0.146636,-0.191507,0.564647,0.593047,0.638205,1.196689,0.209407,0.546908,-0.431698,-0.300137,-0.222235,2.025022,-0.164986,-0.038133,-0.121372,0.625068,censored
0.694607,0.425853,-0.578255,0.05512,0.383521,0.234968,0.457668,0.529944,-0.40479,-0.907191,-1.072697,0.679819,-0.712532,-0.157364,-0.953864,-1.437233,0.142871,0.38291,-0.053203,-0.936197,0.220388,0.160538,-0.117383,-1.050717,-0.102567,-0.229998,0.322406,1.083141,-0.412744,-0.009238,-0.304085,0.322406,1.016931,1.742316,-0.146636,-0.191507,1.699757,1.742874,-0.444128,-0.361364,-0.139801,0.125533,-0.431698,-0.300137,-0.222235,1.182623,-0.164986,-0.038133,-0.121372,-0.70391,censored
-0.288538,-0.988853,-0.578255,0.05512,-0.397393,-0.670992,-0.592616,0.313434,-1.564035,-0.433526,-1.215734,0.972573,-1.06034,-0.157364,-0.606915,-0.915487,0.468708,-0.399392,-0.351125,0.191321,0.336213,0.04419,0.368251,-0.098796,-0.102567,-0.229998,-1.473106,-0.463198,0.389668,-0.01864,-0.304085,-1.473106,0.365699,2.061585,-0.146636,-0.191507,3.293741,3.357525,3.677063,-0.361364,1.679758,2.321115,-0.431698,-0.300137,-0.222235,2.645736,-0.164986,-0.038133,-0.121372,-1.325984,censored
-0.247664,-0.988853,-0.578255,0.05512,-0.006936,-0.524079,-0.431034,0.400038,-0.044136,0.598011,-1.444592,1.308079,-1.458939,-0.157364,0.176839,0.128006,-0.83464,-0.008241,-0.55165,0.191321,0.799511,-0.119755,-0.845835,-0.336776,-0.102567,-0.229998,-0.010096,0.876963,0.640421,0.682012,-0.304085,-0.010097,-0.886329,1.225338,-0.146636,-0.191507,0.690234,0.720262,0.746439,-0.361364,0.30498,0.662231,-0.431698,-0.300137,-0.222235,2.255573,-0.164986,-0.038133,-0.121372,0.747598,censored
0.543996,0.425853,-0.578255,0.05512,-0.397393,-0.670992,-0.673407,0.493859,-0.211583,1.145358,-0.762784,-2.205899,2.715857,-0.157364,2.30938,0.975844,-0.83464,-0.399392,-0.465711,-0.936197,-0.358735,-0.400047,0.368251,0.059857,-0.102567,-0.229998,-0.874602,1.212003,0.389668,-0.084452,-0.304085,-0.874602,-0.886329,-0.793099,-0.146636,-0.191507,-0.691219,-0.679102,-0.444128,-0.361364,1.881931,0.979371,-0.431698,-0.300137,-0.222235,2.889588,-0.164986,-0.038133,-0.121372,0.073684,censored
-0.906609,0.425853,-0.578255,0.05512,-0.787849,-0.230254,-0.309847,1.218838,-0.592143,-0.098611,0.448692,0.679819,-0.712532,-0.157364,-0.47581,0.847383,0.19224,-0.790543,0.995253,1.318838,1.957757,0.112534,-0.845835,0.377164,-0.102567,-0.229998,-0.481645,-0.463198,-1.61636,-0.968659,1.345809,-0.481645,-0.595718,-0.19026,-0.146636,-0.191507,-0.063286,-0.043027,-0.444128,-0.361364,1.165135,0.546908,-0.431698,-0.300137,-0.222235,2.025022,-0.164986,-0.038133,-0.121372,0.134949,censored
-1.151588,-0.988853,-0.578255,0.05512,-0.787849,-1.038273,-1.158154,0.024755,0.62565,0.461175,0.786778,0.045519,0.041051,-0.157364,0.680355,1.823681,-0.83464,-0.790543,-0.809467,1.318838,-0.822033,-1.098134,-0.845835,-1.050717,-0.102567,-0.229998,-0.010096,-0.463198,1.392681,0.06911,-0.304085,-0.010097,-0.886329,-1.283847,-0.146636,-0.191507,-0.691219,-0.679102,-0.444128,-0.361364,4.510183,5.736464,-0.431698,-0.300137,-0.222235,12.39982,-0.164986,-0.038133,-0.121372,0.747598,censored
0.956439,0.425853,-0.578255,0.05512,0.383521,0.38188,0.538459,0.024755,0.253547,-0.983211,0.64904,-0.878306,1.138604,-0.157364,1.235404,-0.374417,-0.520871,0.38291,0.015548,-0.936197,-0.043692,0.749329,-0.845835,0.66274,-0.102567,-0.229998,-0.010096,0.281336,0.790873,0.229384,0.704183,-0.010097,0.895727,0.924896,-0.146636,-0.191507,0.459992,0.487035,0.217298,-0.361364,-0.162265,0.098428,-0.431698,-0.300137,-0.222235,1.128434,-0.164986,-0.038133,-0.121372,-0.749989,censored
0.782135,0.425853,-0.578255,0.05512,0.383521,0.259453,0.25569,1.501934,-0.799427,-1.300233,-0.716627,0.425628,-0.41054,-0.157364,-0.531957,1.066039,-0.83464,0.38291,-0.225081,-0.936197,1.07749,-0.091773,-0.117383,-0.479564,-0.102567,-0.229998,-0.488334,-0.463198,0.189065,0.03956,-0.304085,-0.488333,1.396618,0.120913,-0.146636,-0.191507,1.954116,3.340348,4.115487,-0.361364,1.266808,1.013109,0.883591,-0.300137,1.795225,1.338274,-0.164986,-0.038133,-0.121372,-1.517901,censored
0.564147,-0.988853,-0.578255,0.05512,-0.006936,-0.548565,-0.47143,0.089459,0.048248,0.012917,-1.136817,0.35855,-0.330847,-0.157364,0.083495,0.244949,-0.83464,-0.008241,-0.594619,-0.936197,-0.822033,0.15525,-0.390553,0.496154,-0.102567,-0.229998,-0.78517,2.309548,-0.8641,-0.669149,-0.304085,-0.78517,-0.159803,1.493034,-0.146636,-0.191507,1.452415,1.492325,0.787493,1.411593,2.516337,2.018276,1.699978,-0.300137,-0.222235,4.966535,-0.164986,-0.038133,-0.121372,-0.414323,censored
0.685057,0.425853,-0.578255,0.05512,-0.397393,0.504307,0.578854,1.014138,0.199422,-0.496681,-1.174123,0.223623,-0.170547,-0.157364,0.144156,-0.180299,-0.218512,-0.399392,1.310363,-0.936197,-0.822033,-0.544279,2.189382,1.170431,-0.102567,-0.229998,-0.921757,0.998795,-0.613346,-0.888523,-0.304085,-0.921757,-0.100895,0.488713,-0.146636,-0.191507,0.439061,0.084188,-0.444128,-0.361364,0.97399,1.469495,0.692276,-0.300137,-0.222235,2.486124,-0.164986,-0.038133,-0.121372,-0.551219,censored
-1.089649,0.425853,-0.578255,0.05512,-0.787849,-0.915846,-0.834989,0.400038,-1.216262,1.145358,-0.328907,-0.370057,0.534778,-0.157364,1.0974,-0.211129,-0.83464,-0.790543,-0.121955,1.318838,-0.474559,0.340348,0.06473,0.615144,-0.102567,-0.229998,0.162805,1.547043,-0.111839,-0.559462,-0.304085,0.162805,-0.886329,-0.340702,-0.146636,-0.191507,0.344871,0.370421,-0.444128,-0.361364,0.83063,1.29651,-0.431698,-0.300137,-0.222235,3.523604,-0.164986,-0.038133,-0.121372,0.882381,censored
0.167292,0.425853,-0.578255,0.05512,0.773978,1.238869,1.225183,0.051183,0.106802,-0.704827,-0.103675,-0.440081,0.61797,-0.157364,0.598082,0.08024,-0.357358,0.774061,0.193155,0.191321,-0.544054,0.209991,1.278817,0.694471,-0.102567,-0.229998,-0.47279,0.103067,-1.114853,-0.559462,-0.304085,-0.472789,0.440734,-0.221311,-0.146636,-0.191507,-0.107506,-0.087821,-0.444128,-0.361364,0.586314,1.001705,-0.431698,-0.300137,-0.222235,1.862662,-0.164986,-0.038133,-0.121372,-0.638197,censored
0.082118,0.425853,-0.578255,0.05512,0.383521,0.822618,0.740437,0.438202,-0.679865,-0.2462,-0.032651,0.630888,-0.654399,-0.157364,0.054415,0.415408,-0.83464,0.38291,0.187426,0.191321,-0.300823,-0.202608,0.611069,0.281972,-0.102567,-0.229998,-1.270223,-0.463198,-1.014552,-0.230401,-0.304085,-1.270223,0.240788,-0.501446,-0.146636,-0.191507,0.011215,0.032439,0.766618,-0.361364,1.926478,1.328762,-0.431698,-0.300137,1.384894,1.009034,-0.164986,-0.038133,2.892143,-1.057121,censored
-0.507227,-0.988853,-0.578255,0.05512,-0.006936,-0.328196,-0.188661,-0.287981,-0.211583,-0.451069,-0.039655,-0.181872,-0.151915,-0.157364,0.474187,-1.002445,-0.363987,-0.008241,-0.293833,0.56716,-0.24291,0.574289,0.520012,0.496154,-0.102567,-0.229998,-0.586433,0.653603,-0.8641,-0.230401,1.208318,-0.586433,0.820982,0.058117,-0.146636,-0.191507,0.459992,0.487035,0.548011,-0.361364,1.005847,1.507937,-0.431698,-0.300137,-0.222235,1.832896,-0.164986,-0.038133,-0.121372,-1.049507,censored
0.84184,0.425853,-0.578255,0.05512,-0.397393,-0.132313,0.053712,0.024755,-0.091978,-0.223008,0.786778,0.412433,-0.394863,-0.157364,0.341279,-0.517966,-0.431223,-0.399392,0.565558,-0.936197,-0.822033,0.19227,-0.845835,-1.050717,-0.102567,-0.229998,-0.257098,-0.463198,0.389668,-0.118925,0.99226,-0.257098,0.115776,-0.027803,-0.146636,-0.191507,-0.197843,-0.179329,0.406277,-0.361364,0.755538,1.205899,1.040173,-0.300137,-0.222235,3.342456,-0.164986,-0.038133,-0.121372,-0.407684,censored
0.611835,0.425853,-0.578255,0.05512,-0.397393,-0.401652,-0.309847,0.536505,-0.896591,0.150183,-1.354436,0.734188,-0.777125,-0.157364,-0.549805,-0.591372,0.19224,-0.399392,0.049924,-0.936197,-0.142529,0.01278,0.975295,1.011778,-0.102567,-0.229998,-1.110376,-0.463198,-0.613346,-0.418436,-0.304085,-1.110376,-0.570448,0.313109,-0.146636,-0.191507,0.564647,1.229122,0.638205,1.196689,1.165135,0.546908,1.441593,2.983209,-0.222235,2.025022,-0.164986,-0.038133,-0.121372,-0.355171,censored
