'CRIE Readability 1.0','SVM readability prediction 1.0',Paragraphs,'Average paragraph length',Characters,Words,Adverbs,Verbs,'Type-token ratio','Difficult words','Low-stroke characters','Intermediate-stroke characters','High-stroke characters','Average strokes','Two-character words','Three-character words',Sentences,'Average sentence length','Simple sentence ratio','modifiers per NP','Np ratio','Average propositional phrase','Sentences with complex structure',Parallelism,'Average number of idioms each sentence','Content words',Negatives,'Sentences with complex semantic categories','Number of complex semantic categories','Intentional words','Noun word density','Content word frequency in logarithmic','Average frequency of content word in domain in Logarithmic','Number of Idioms',Pronouns,'Personal pronouns','First personal pronouns','Third personal pronouns',conjunctions,'positive conjunctions','negative conjunctions','adversative conjunctions','causal conjunctions','hypothesis conjunction','condition conjunction','purpose conjunctions','figure of speech (simile)','Content word category',pos_sent,neg_sent,sentiment,charFreq,wordFreq,semantic_classes,wc_over_semantic_classes,readability,followers,class
-0.171212,0.195487,0,0.794449,0.907331,0.846302,0.950981,-0.364098,-0.916988,0.41622,-0.957165,0.891898,1.516516,0.789975,-0.335535,1.169333,0.794449,-0.251493,0.585742,0.464504,-0.498163,-0.153599,0.865038,-0.118359,-0.282775,-0.871518,-0.486922,1.806461,1.206292,-0.398656,-0.871518,0.958865,-0.014411,-0.294373,0.775668,0.795821,1.804098,-0.400669,0.009544,0.435779,0.348418,-0.363487,-0.334022,0.869264,2.143944,-0.084213,-0.157799,-1.24698,-1.041059,1.04106,-0.749889,1.710687,1.480855,0.559443,1.281663,1.283369,-0.19906,censored
0.048852,0.195487,0,2.032034,0.994944,0.89457,0.111748,-0.957676,0.055187,-0.894598,0.760075,-0.724847,-0.169832,-0.392892,0.58238,-0.60242,2.032034,-0.77898,-0.067404,-0.064577,0.009988,-0.76404,-0.992764,-0.118359,-0.282775,-0.028853,-0.486922,0.358424,1.611191,-0.398656,-0.028853,0.088132,0.891152,-0.294373,0.002227,-0.360935,0.267876,-0.400669,1.462294,1.030017,1.243727,2.611406,-0.334022,0.851623,-0.219337,-0.084213,-0.157799,-0.095732,-0.981964,0.981965,-0.749889,-0.305577,-0.760542,-0.20176,1.048358,1.047739,-0.198178,censored
1.273673,0.195487,0,0.381921,1.053353,1.135911,-0.971988,0.7744,1.409758,0.613194,-0.682882,0.753679,-0.169832,0.511905,-0.316009,0.442287,0.381921,0.233554,-0.720549,0.04386,1.042765,0.28875,1.421836,-0.118359,-0.282775,0.686977,-0.486922,-0.003585,0.09983,-0.398656,0.686977,-1.0957,-0.02702,-0.294373,-0.398487,-0.385828,0.218403,-0.400669,-0.068754,0.337812,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,1.499309,1.661571,-1.661571,1.434596,-1.011954,-0.782604,0.559443,0.751423,0.750492,-0.196337,censored
0.213187,0.195487,0,1.619506,0.848922,0.89457,0.70715,0.513137,0.188885,-0.616124,0.400994,-0.356915,-0.169832,-1.145518,0.216607,-0.022875,1.619506,-0.635487,0.150312,-0.476086,-0.201612,-0.536968,-0.067485,-0.118359,-0.282775,0.568983,-0.486922,1.001996,1.539737,1.814058,0.568984,0.127778,0.195597,-0.294373,1.882118,1.909333,1.77187,1.920387,0.973388,0.418301,0.335442,-0.363487,-0.334022,0.851623,-0.219337,-0.084213,-0.157799,0.177909,-1.052875,1.052876,-0.749889,-1.008707,-1.282534,0.559443,0.751423,0.750163,-0.156489,censored
0.326674,0.195487,0,-1.268191,-1.253796,-1.180961,-0.76009,-1.016771,0.642502,0.204381,0.315931,-0.269755,-0.169832,-0.966098,0.839291,-1.181966,-1.268191,0.476076,-0.720549,-0.965447,-0.60307,-0.020894,0.661332,-0.118359,-0.282775,0.84655,-0.486922,-0.003585,-0.810245,-0.398656,0.84655,-0.522298,-0.176127,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,1.042811,1.854398,-1.8544,1.434596,0.366418,0.354272,-0.20176,-1.284698,-1.284324,-0.198868,censored
0.881877,0.195487,0,0.794449,0.264834,0.267084,0.888508,0.478269,0.677573,0.411351,0.30453,-0.433293,1.898987,-0.563545,-0.088204,-0.472522,0.794449,-0.563308,-0.720549,0.6075,-0.546092,-0.419008,-0.275718,-0.118359,-0.282775,0.16699,1.81878,0.772149,1.085955,-0.398656,0.16699,-0.695897,-0.227851,-0.294373,-0.289481,-0.276126,-0.484121,0.546429,0.21474,0.692519,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.767654,-0.783345,0.783345,-0.749889,0.660584,0.432855,0.559443,0.062111,0.062674,-0.198826,censored
0.700481,0.195487,0,-0.030607,1.228579,0.846302,1.756191,-0.17762,0.032267,-0.854816,-0.15192,0.209629,-0.169832,-0.215186,0.777458,-0.888054,-0.030607,0.476076,-0.720549,-0.965447,0.478384,-0.578253,0.490218,-0.118359,1.926206,0.745487,1.423517,-1.089613,-0.400752,-0.398656,0.745488,0.191515,0.130009,1.490121,0.394318,0.412037,1.041359,1.168807,0.009544,-0.80513,0.348418,1.145209,-0.334022,0.869264,-0.219337,-0.084213,-0.157799,0.279548,0.95316,-0.95316,1.434596,0.470875,0.092586,0.559443,0.698399,0.698665,-0.094394,censored
-1.525059,0.195487,0,0.794449,0.556878,0.653229,2.213697,0.014509,-2.511407,-0.533847,0.202247,-0.153269,-0.169832,0.208214,0.698762,-0.870241,0.794449,-0.355431,1.238888,-0.965447,-0.54705,-0.684417,-0.846096,3.943762,-0.282775,1.290614,3.565524,0.254993,0.233122,-0.398656,1.290614,2.997896,0.316625,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,0.069652,0.510985,-0.572842,-0.363487,3.136754,-0.383293,-0.219337,-0.084213,-0.157799,-2.079631,1.905693,-1.905694,1.434596,-0.473586,-0.640018,0.559443,0.539327,0.538713,-0.188353,censored
0.346523,0.195487,0,0.381921,0.235629,0.315352,0.834976,-0.250315,-1.397361,0.006904,0.108588,-0.234346,-0.169832,-0.888801,-1.041899,0.212873,0.381921,-0.281808,-0.720549,1.161606,0.133298,-0.640182,-0.764613,-0.118359,-0.282775,1.882873,3.290782,-1.210283,-1.014992,-0.398656,1.882873,2.161782,1.242696,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.680118,-0.89523,0.895229,-0.749889,-1.144438,-1.312386,-0.962962,0.439171,0.437831,-0.199219,censored
0.294996,0.195487,0,0.794449,1.111762,1.039375,1.157724,-0.525376,-0.905993,0.595616,0.157955,-0.242776,1.42283,0.015023,-0.322166,0.764211,0.794449,-0.147554,0.585742,0.428756,2.456956,-0.684417,-0.03127,-0.118359,-0.282775,-1.079107,-0.486922,-0.779319,-0.647703,-0.398656,-1.079106,-0.175101,-0.472974,-0.294373,2.136158,2.164993,-0.484121,-0.400669,0.42502,0.955619,-0.572842,-0.363487,2.761535,-0.383293,-0.219337,-0.084213,-0.157799,-0.898166,-1.083175,1.083174,-0.749889,0.87078,1.043238,0.559443,0.910495,0.911557,-0.196954,censored
-0.662534,-1.378565,0,1.206978,0.96574,1.377252,0.687548,-0.930439,-1.856198,-1.604535,1.156725,-1.131276,-0.169832,0.605309,-0.141639,-1.181966,1.206978,-0.228756,0.585742,0.82378,0.074475,1.140272,0.44744,-0.118359,-0.282775,-1.655067,-0.486922,-0.003585,0.192173,-0.398656,-1.655067,1.277161,0.989179,-0.294373,0.568515,0.587346,-0.484121,0.2775,-0.125142,-0.268935,0.223309,0.940324,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-2.139596,0.359032,-0.359032,0.342354,0.841262,0.967528,0.559443,1.440735,1.441741,5.361204,censored
0.284317,0.195487,0,0.794449,0.410856,0.798034,-0.43188,-0.510037,-0.266464,-1.816792,-0.399605,0.46342,-0.169832,0.632082,-0.778224,-0.585622,0.794449,-0.277478,-0.720549,-0.250471,-0.782338,-0.153599,-0.194235,-0.118359,-0.282775,0.311943,0.15912,-0.262163,-0.163416,-0.398656,0.311942,0.942938,1.063186,-0.294373,0.024023,0.039378,1.063467,-0.400669,1.030072,0.453763,0.36177,-0.363487,-0.334022,2.158128,2.178194,-0.084213,-0.157799,-0.601373,-0.888736,0.888736,-0.749889,-0.501404,-0.796716,-0.20176,0.756726,0.755998,3.086244,censored
0.960322,0.195487,0,0.794449,0.994944,1.280716,-0.842905,-0.37354,-0.26298,0.199912,0.216225,-0.167591,-0.169832,-0.074246,-0.581302,-0.661109,0.794449,-0.017632,-0.720549,0.107017,0.100646,0.111811,-0.3572,-0.118359,-0.282775,-0.144889,-0.486922,-0.779319,-0.612603,-0.398656,-0.144889,0.227479,0.147505,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.103443,0.294409,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.419598,1.778008,-1.77801,1.434596,0.243843,0.084981,0.559443,0.804447,0.804614,-0.175953,censored
0.241603,0.195487,0,-1.268191,-1.925497,-1.953252,1.252935,2.091198,0.868516,1.263578,-2.750228,2.871989,-0.169832,2.781964,2.797336,-1.181966,-1.268191,-0.979062,-0.720549,2.037451,-0.681501,-0.949827,0.376143,-0.118359,-0.282775,0.00436,-0.486922,-0.003585,-0.400752,-0.398656,0.004359,-1.216693,-3.703704,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,1.158457,0.614782,-0.614782,1.434596,0.782894,1.839083,-1.724165,-1.85338,-1.851859,-0.191685,censored
0.487349,0.195487,0,-0.855663,-0.523685,-0.456939,-0.959052,-0.615627,0.555776,-0.230793,-1.02686,1.106138,-0.169832,-0.052852,0.213772,-0.225042,-0.855663,0.536706,-0.720549,1.286726,-1.030077,-0.330538,-1.334991,-0.118359,-0.282775,0.717284,-0.486922,-0.606934,-0.810245,-0.398656,0.717283,-0.277217,0.434032,-0.294373,-0.128928,-0.114549,0.757549,-0.400669,-0.174973,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,14.640131,-0.157799,0.744283,-0.798904,0.798904,-0.749889,-0.527368,-0.706381,-0.20176,-0.409802,-0.410493,-0.19932,censored
0.932363,0.195487,0,-0.443135,0.352447,0.411888,0.04017,-0.137879,0.259021,0.858421,0.537096,-0.666335,1.836922,-0.274993,0.408488,-0.84469,-0.443135,0.703442,-0.720549,-0.364867,0.342699,-0.48536,0.661332,-0.118359,-0.282775,0.274965,0.243847,-0.003585,-0.16216,-0.398656,0.274965,-0.348699,-0.367834,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.413182,-0.80513,0.484341,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.388748,-0.81104,0.81104,-0.749889,-0.166124,-0.008935,-0.20176,0.581747,0.581677,-0.199455,censored
0.14915,0.195487,0,-1.268191,-1.224591,-1.132693,-0.812151,-1.54727,0.022915,-0.270431,-0.357182,0.419951,-0.169832,0.646166,-1.132968,0.946365,-1.268191,0.567022,-0.720549,2.037451,2.751978,-0.949827,-1.334991,-0.118359,-0.282775,0.410935,-0.486922,-1.813631,-1.089785,-0.398656,0.410935,0.448262,0.356799,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,1.411717,0.692519,1.650888,3.278192,-0.334022,-0.383293,5.485135,-0.084213,-0.157799,-0.23727,-0.73383,0.73383,-0.749889,0.189099,-0.350151,0.559443,-1.42256,-1.422727,-0.199473,censored
-2.051386,0.195487,0,-1.68072,-1.779475,-1.760179,-1.389161,3.994829,1.066277,1.263578,-3.001553,3.129509,-0.169832,2.575812,0.452835,0.103901,-1.68072,0.839861,1.892034,-0.965447,0.08319,-0.949827,2.087276,-0.118359,-0.282775,1.478193,-0.486922,-1.813631,-1.089785,4.510804,1.478193,-0.646297,-3.703704,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,1.563218,-0.886616,0.886616,-0.749889,-0.820642,-0.422748,-1.724165,-1.707564,-1.708205,-0.156334,censored
0.373891,0.195487,0,-0.030607,-0.377663,-0.650011,0.620639,-1.674227,-0.04423,-0.637545,-1.011063,0.863333,-0.169832,1.096126,2.242425,0.400639,-0.030607,-0.651656,-0.720549,0.836292,0.746122,-0.578253,0.147991,-0.118359,-0.282775,0.548544,-0.486922,1.082442,1.05211,-0.398656,0.548545,-0.262431,-1.490316,-0.294373,-0.065257,-0.050471,-0.484121,1.007835,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.535748,0.793711,-0.793711,1.434596,0.160961,0.677015,-0.20176,-0.701434,-0.700927,-0.154029,censored
0.592452,0.195487,0,-0.030607,-0.144028,-0.022525,0.710967,-1.088494,0.564268,-0.447432,0.129405,-0.078631,-0.169832,-1.506803,-1.419991,0.796291,-0.030607,-0.178736,-0.720549,-0.965447,0.76945,0.908039,-0.422386,-0.118359,-0.282775,-1.990983,-0.486922,1.082442,0.847363,-0.398656,-1.990983,-0.490735,0.719349,-0.294373,-0.236375,-0.222681,-0.484121,-0.400669,2.355487,1.700552,1.907473,-0.363487,-0.334022,1.302842,-0.219337,-0.084213,-0.157799,-0.771942,-0.957095,0.957096,-0.749889,0.808622,0.500076,0.559443,-0.256032,-0.255367,0.158195,censored
0.788129,0.195487,0,0.794449,0.819718,0.36362,0.313523,0.133177,0.235679,0.439758,0.668652,-0.63117,-0.169832,-0.462664,1.210289,-0.49617,0.794449,-0.511339,-0.720549,1.107983,0.139211,-0.419008,-0.275718,-0.118359,-0.282775,1.183426,-0.486922,0.772149,0.512663,-0.398656,1.183427,-0.121183,-0.757082,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.834649,1.428194,-1.428194,1.434596,-0.704409,-1.050099,-0.20176,0.756726,0.755746,-0.19941,censored
-3.016719,-1.378565,0,-1.268191,-1.691862,-1.663643,-2.269859,-0.446977,-2.559349,-2.580914,1.421758,-1.402842,-0.169832,-1.894767,-0.569127,1.104019,-1.268191,-0.433385,1.892034,-0.965447,1.531961,2.765904,-1.334991,14.099064,-0.282775,-2.353773,-0.486922,-0.003585,-0.707872,-0.398656,-2.353773,4.487262,-0.584128,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-3.158994,0.791168,-0.791168,1.434596,0.71852,1.091191,-0.20176,-1.751309,-1.750307,-0.156228,censored
-0.181808,0.195487,0,0.381921,-0.348459,-0.408671,-0.348335,0.212289,-0.066357,0.140187,-0.527991,0.59497,-0.169832,0.436004,-0.088204,-0.24679,0.381921,-0.736539,0.150312,-0.214722,0.216085,-0.330538,-0.574487,-0.118359,-0.282775,-0.531579,-0.486922,-1.210283,-0.400752,-0.398656,-0.531579,-0.732721,-0.735663,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.348935,0.046251,-0.046251,-0.749889,-0.345854,0.146101,0.559443,-0.680224,-0.68028,-0.069979,censored
0.511301,-1.378565,0,-0.855663,-0.29005,-0.119061,0.8302,-1.520263,-0.238948,-0.515873,-0.024324,0.078888,-0.169832,-0.215186,0.084929,-0.770489,-0.855663,0.961123,-0.720549,5.898318,-0.639189,0.908039,1.136647,-0.118359,-0.282775,-1.882146,-0.486922,-0.606934,-0.707872,-0.398656,-1.882147,-0.186301,0.616907,-0.294373,0.318049,-0.202016,-0.484121,-0.400669,1.100503,1.800779,-0.572842,-0.363487,1.95669,-0.383293,-0.219337,-0.084213,-0.157799,-0.913919,-0.043123,0.043123,-0.749889,1.80189,1.809841,-0.20176,-0.176497,-0.17455,-0.198144,censored
-0.067426,0.195487,0,1.619506,0.586082,1.087643,2.051435,0.307223,-0.238948,-0.120439,0.377365,-0.332704,-0.169832,-0.069823,-1.646395,-0.359011,1.619506,-0.554647,0.324484,1.036485,-1.064274,-0.536968,-0.067485,-0.118359,-0.282775,-0.278616,0.107437,1.001996,1.416889,-0.398656,-0.278617,-0.011328,-0.085783,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.056574,0.353052,-0.572842,-0.363487,-0.334022,1.954814,-0.219337,-0.084213,-0.157799,-0.072016,1.307807,-1.307807,1.434596,-0.941559,-0.755864,0.559443,0.751423,0.750539,-0.199323,censored
0.249938,0.195487,0,-0.443135,-0.523685,-0.746548,0.776882,-0.878173,0.376785,-1.274678,0.157955,-0.107885,-0.169832,-0.247225,-0.439148,3.266438,-0.443135,-0.387912,-0.720549,0.285761,-0.243601,-0.020894,0.376143,-0.118359,-0.282775,-1.843906,0.71786,-0.003585,-0.325958,1.724354,-1.843907,-0.175101,0.498396,-0.294373,-0.028258,-0.013236,-0.484121,1.083971,3.708619,5.064034,1.170082,-0.363487,5.857092,1.98641,4.251735,-0.084213,-0.157799,-0.898166,0.548383,-0.548383,0.342354,1.323938,0.814994,-0.20176,-0.409802,-0.408715,-0.186953,censored
-0.627686,-1.378565,0,-0.855663,0.352447,0.846302,-1.464649,-0.364098,-2.815498,-1.278495,1.86409,-1.856077,-0.169832,-2.296472,-1.819527,-0.300229,-0.855663,2.173737,0.585742,2.037451,-1.202828,4.62377,0.186017,-0.118359,-0.282775,-2.084272,0.149891,-1.813631,-1.089785,-0.398656,-2.084272,0.376776,0.714408,-0.294373,0.012969,0.028254,-0.484121,-0.400669,3.480777,4.778961,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-2.357182,-1.131431,1.131432,-0.749889,-0.437294,-0.586397,-0.20176,1.223337,1.22278,-0.193716,censored
0.908016,0.195487,0,2.032034,1.140966,0.798034,0.58922,1.570951,-0.954329,0.618849,1.090881,-1.063808,-0.169832,-1.826915,0.476359,0.308894,2.032034,-0.815359,-0.720549,-0.464964,-0.061808,-0.76404,-0.650538,-0.118359,-0.282775,0.722053,3.389331,0.358424,1.570241,-0.398656,0.722053,0.992073,-0.255193,-0.294373,0.024023,0.039378,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.3198,-0.002227,0.002227,-0.749889,0.503585,0.01433,0.559443,1.016543,1.016774,-0.19405,censored
-1.995369,-1.378565,0,-1.268191,-1.867088,-2.00152,1.573189,-2.161069,1.659562,1.712934,2.527586,-2.53593,-0.169832,-2.283513,-0.481686,0.688386,-1.268191,-1.070008,1.892034,0.911364,4.338001,-0.949827,0.376143,-0.118359,-0.282775,1.076239,-0.486922,-0.003585,-1.014992,-0.398656,1.076238,-1.216693,1.153012,-0.294373,1.677039,1.702945,-0.484121,4.593118,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,1.894387,0.349163,-0.349163,0.342354,1.080335,0.593931,-0.962962,-1.958692,-1.957869,-0.195786,censored
-1.266328,0.195487,0,-0.030607,0.936535,0.991106,0.818618,-0.307899,-1.071172,-0.700047,0.592388,-0.553027,-0.169832,-0.43697,-0.858998,-0.054631,-0.030607,0.585212,1.892034,0.038379,0.878892,2.022758,2.087276,-0.118359,4.135187,-1.320071,-0.486922,-1.089613,-0.400752,1.753436,-1.320071,0.156136,0.430474,3.127944,2.175691,2.204778,-0.484121,-0.400669,-0.506725,-0.210174,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-1.214662,-1.026623,1.026622,-0.749889,0.699008,0.884983,0.559443,1.122591,1.123479,-0.195365,censored
1.065394,0.195487,0,-0.030607,0.936535,0.701497,-0.377014,-1.009813,0.526123,0.894703,0.315931,-0.269755,-0.169832,-1.003892,1.268431,-0.260748,-0.030607,0.366941,-0.720549,0.636099,0.032898,0.164893,-0.422386,-0.118359,-0.282775,0.039556,-0.486922,1.082442,0.513919,-0.398656,0.039556,-0.498783,0.020105,-0.294373,-0.351305,-0.739313,-0.484121,0.419207,-0.464142,-0.156894,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.457677,1.669647,-1.669647,1.434596,0.070845,0.162159,0.559443,0.539327,0.53947,-0.191381,censored
0.590536,0.195487,0,-0.030607,0.819718,0.315352,-0.120358,0.855912,-0.271126,0.006904,0.239667,-0.191611,-0.169832,0.643252,1.892548,-0.833256,-0.030607,0.075913,-0.720549,0.235712,-0.078463,-0.949827,0.946521,-0.118359,-0.282775,1.643063,-0.486922,-0.365594,-0.633078,-0.398656,1.643062,0.475139,0.455574,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.393892,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.307773,1.844808,-1.844808,1.434596,-1.731989,-1.601113,0.559443,0.539327,0.537552,-0.187062,censored
-0.207053,0.195487,0,2.032034,0.994944,0.701497,-0.797647,-1.204641,-4.007632,-0.138145,1.031999,-1.003475,-0.169832,-0.058316,1.914447,-0.260748,2.032034,-0.851737,-0.720549,0.430901,1.171817,0.164893,-0.992764,-0.118359,-0.282775,0.250732,-0.486922,1.082442,2.945384,-0.398656,0.250732,6.501094,-0.141223,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.464142,-0.156894,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-3.602016,1.934006,-1.934007,1.434596,0.183064,-0.350505,1.320646,0.79561,0.795464,7.790069,censored
0.416638,0.195487,0,-0.030607,-0.085619,-0.119061,-0.297094,0.307223,-0.049097,-0.911306,1.35671,-1.33619,-0.169832,-0.938149,0.258061,0.463943,-0.030607,-0.251493,-0.720549,-0.765254,-0.895899,-0.20668,-0.650538,-0.118359,-0.282775,-0.750243,-0.486922,0.358424,0.322127,-0.398656,-0.750243,-0.374697,0.550259,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,0.406257,0.932142,-0.572842,-0.363487,1.95669,-0.383293,-0.219337,-0.084213,-0.157799,-0.331063,-0.976863,0.976863,-0.749889,0.739202,0.77874,-0.20176,0.406767,0.407595,-0.198599,censored
-0.539822,0.195487,0,1.619506,0.96574,0.89457,1.501019,-0.038418,0.322582,-0.894598,0.471295,-0.428949,-0.169832,-0.294269,0.460455,0.266898,1.619506,-0.635487,0.585742,-0.298136,-0.119644,0.28875,-0.574487,-0.118359,-0.282775,-0.228132,-0.486922,1.001996,1.20483,-0.398656,-0.228132,-0.120638,-0.449789,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,0.484482,-0.193414,1.243727,1.12396,-0.334022,0.851623,-0.219337,-0.084213,-0.157799,0.041089,-0.738754,0.738754,-0.749889,0.298281,0.094098,0.559443,0.804447,0.804643,-0.182471,censored
0.323472,0.195487,0,-0.030607,1.053353,0.798034,-0.02344,-0.699218,-1.091903,-0.957154,0.654813,-1.028192,-0.169832,0.300095,-0.025474,1.799754,-0.030607,0.439698,-0.720549,0.711171,0.109184,0.536466,0.376143,-0.118359,-0.282775,0.722053,-0.486922,-1.089613,-0.810245,-0.398656,0.722053,1.551668,-1.284759,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.479159,-0.80513,0.36177,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.882946,-0.482103,0.482103,-0.749889,-0.798775,-0.546897,0.559443,0.433279,0.432589,0.012478,censored
-0.640994,0.195487,0,-0.855663,-0.815729,-0.69828,-1.157398,-1.286674,0.910149,-0.297344,-0.236983,-0.269755,-0.169832,-0.261587,0.139602,-0.640548,-0.855663,0.233554,0.585742,0.836292,1.286761,2.765904,-0.194235,-0.118359,-0.282775,-1.733212,0.686155,-0.606934,-0.927243,-0.398656,-1.733212,-1.216693,-0.419974,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,1.75821,0.337812,2.821273,2.415689,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.034523,-0.072874,0.072874,-0.749889,-0.607854,-0.156597,0.559443,-1.051392,-1.051761,-0.143405,censored
-2.191502,-1.378565,0,-1.68072,-2.071519,-2.049788,1.957494,-0.737054,1.659562,-1.702173,0.576125,-0.536363,-0.169832,0.365295,-0.088204,0.875421,-1.68072,-0.251493,1.892034,-0.965447,-0.054062,-0.949827,2.087276,-0.118359,-0.282775,0.947613,-0.486922,1.806461,-1.014992,-0.398656,0.947613,-1.216693,0.482972,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,1.806075,0.18654,-0.18654,-0.749889,0.46459,0.660303,-3.24657,-1.829078,-1.828467,-0.197556,censored
0.717672,0.195487,0,0.794449,1.082557,0.798034,-1.044539,0.435866,0.421403,-0.527335,-1.453394,0.999304,-0.169832,0.669563,1.10365,0.607066,0.794449,-0.277478,-0.720549,-0.28622,-0.169839,-0.153599,-0.846096,-0.118359,-0.282775,0.722053,0.15912,-0.779319,-0.735451,1.878195,0.722053,-0.073862,1.029537,-0.294373,-0.362854,-0.349967,-0.484121,0.395442,1.030072,1.08321,0.36177,1.167074,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.524918,0.826895,-0.826895,1.434596,-0.59007,-0.632785,0.559443,0.592351,0.591693,0.00976,censored
-1.03005,4.917642,0,-1.68072,0.790513,0.701497,-2.269859,1.133294,-0.890676,1.632452,-1.366851,1.454509,-0.169832,1.668737,1.010024,-0.260748,-1.68072,10.116365,1.892034,-0.965447,-3.34811,-0.949827,-1.334991,-0.118359,-0.282775,2.362493,-0.486922,-1.813631,-1.089785,-0.398656,2.362493,-0.524407,-1.565377,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,0.167699,1.793099,-1.793098,1.434596,-2.212993,-1.751171,-0.962962,1.476084,1.474019,-0.19908,censored
0.626234,0.195487,0,2.032034,1.111762,0.846302,-0.055531,-0.737054,-0.510164,-0.854816,1.211125,-1.187016,-0.169832,-1.172812,0.653792,-0.300229,2.032034,-0.79717,-0.720549,0.736195,-0.172895,0.164893,-0.992764,-0.118359,-0.282775,-0.467267,0.149891,1.444452,3.248325,-0.398656,-0.467267,0.045183,-0.076104,-0.294373,-0.36838,-0.355529,0.278619,-0.400669,-0.982236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.275553,-0.951121,0.951121,-0.749889,0.566538,0.468818,-0.20176,0.990031,0.990588,-0.189744,censored
0.656081,0.195487,0,-0.030607,0.732104,0.460157,-0.224366,-0.189651,-0.943234,0.306884,0.178925,-0.129372,-0.169832,-0.749745,0.609911,-0.186456,-0.030607,0.185049,-0.720549,-0.590085,-0.322327,-0.578253,-1.334991,-0.118359,-0.282775,1.221461,-0.486922,-0.365594,-0.018838,-0.398656,1.221462,0.791526,0.289757,-0.294373,-0.74973,-0.739313,-0.484121,-0.400669,-0.42236,-0.80513,-0.572842,-0.363487,-0.334022,-0.383293,-0.219337,-0.084213,-0.157799,-0.356132,1.57935,-1.579353,1.434596,-0.81975,-0.85131,-0.20176,0.52342,0.522521,-0.093875,censored
