idx,content,followers,topic,class,WC,WPS,Sixltr,Dic,othergram,persconc,ppron,i,we,you,shehe,they,youpl,ipron,prep,auxverb,adverb,conj,negate,quanunit,prepend,specart,tensem,focuspast,focuspresent,focusfuture,progm,particle,modal_pa,general_pa,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,pos_sent,neg_sent,sentiment,charFreq,wordFreq,semantic_classes,wc_over_semantic_classes,readability
108200,"( 调侃 ) 有 年轻 风投 曾 问 我 , 你 这事 的 优势 在 哪儿 ? 我 说 没 啥 优势 , 就是 有会 汉语 和 维语 的 合作伙伴 , 还有 我们 敢 拎 着 现金 进巴仁乡 收购 . ( 穆斯林 不得 收受 利息 , 所以 基本 没 银行卡 , 支付宝 神马 的 更 别提 了 ) . 他 说 , 如果 要 收购 一万斤 , 也 现金 ? 我 说 对 啊 , 我们 收 过 , 真用 皮卡 把 现金 装 麻袋 拉 去 . 他 说 , 最近 足球 ..",347242.0,everythingElse,uncensored,74,12.33,0.0,71.62,44.59,10.81,10.81,4.05,2.7,1.35,2.7,0.0,0.0,0.0,8.11,4.05,5.41,6.76,0.0,1.35,0.0,0.0,5.41,2.7,1.35,0.0,1.35,10.81,2.7,9.46,4.05,1.35,1.35,1.35,4.05,2.7,0.0,0.0,0.0,0.0,13.51,0.0,0.0,0.0,2.7,10.81,2.7,2.7,4.05,2.7,2.7,0.0,5.41,0.0,5.41,0.0,0.0,0.0,0.0,0.0,0.0,5.41,2.7,2.7,2.7,2.7,0.0,9.46,2.7,2.7,4.05,4.05,1.35,0.0,6.76,1.35,0.0,6.76,0.0,0.0,4.05,2.7,4.05,28.38,6.76,13.51,0.0,0.0,2.7,0.0,0.0,0.0,0.0,5.41,0.0,0.0392653,0.960735,0,0.00183736,0.00183258,11,6.727272727272728,2.243647555757576
74194,"昨天 见到 一位 老 熟人 , 最近 退休 的 武警 少将 , 说 是 看中 了 烟台 一处 海滨 小别墅 , 退休 的 260 万 安置费 不大够 支付 购房款 , 又 到 原来 任职 的 一个 省 武警 总队 要 了 90 万 , 这才 解决 了 问题 , 然后 叹 了 一声 , 我 可 真算 老实 的 , 不然 哪能 这么 麻烦 . 更妙 的 是 , 老兄 接着 又 叹 了 一声 说 , 共产党 算是 完蛋 了 .",17238.0,cp,uncensored,70,35.0,0.0,60.0,38.57,1.43,1.43,1.43,0.0,0.0,0.0,0.0,0.0,0.0,1.43,2.86,2.86,7.14,2.86,0.0,0.0,0.0,12.86,2.86,0.0,1.43,8.57,18.57,11.43,15.71,4.29,0.0,2.86,0.0,7.14,1.43,5.71,0.0,0.0,0.0,7.14,0.0,2.86,0.0,1.43,18.57,11.43,2.86,2.86,1.43,0.0,1.43,4.29,1.43,2.86,0.0,0.0,0.0,0.0,0.0,0.0,5.71,1.43,1.43,0.0,0.0,2.86,11.43,1.43,1.43,8.57,2.86,1.43,0.0,0.0,0.0,0.0,18.57,0.0,0.0,12.86,4.29,0.0,17.14,2.86,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.341322,0.658679,0,0.00268173,0.00302986,12,5.833333333333332,1.9463483077777768
59460,"强台风 “ 海葵 ” 今天 凌晨 3 点 20 分 登陆 浙江 象山 , 该省 超过 一百万 人 已 紧急 大 转移 , 而 邻近 的 上海 也 转移 了 37 万多 人 . 预计 台风 将 持续 两三天 , 而且 风力 超过 2007 年 在 台湾 造成 严重 伤亡 和 破坏 的 台风 “ 罗莎 ” . 中国 气象部门 发布 了 台风 红色 预警 , 这 也 是 国家 气象局 近 五年 来 首次 启动 重大 气象 灾害 一级 应急 响应 命令 .",141079.0,china,uncensored,73,24.33,0.0,58.9,34.25,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,2.74,0.0,6.85,6.85,0.0,4.11,1.37,1.37,8.22,1.37,1.37,2.74,4.11,8.22,2.74,8.22,2.74,0.0,6.85,1.37,6.85,1.37,5.48,0.0,1.37,1.37,5.48,0.0,0.0,0.0,0.0,12.33,4.11,2.74,0.0,0.0,0.0,4.11,1.37,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.33,0.0,6.85,6.85,2.74,1.37,21.92,4.11,12.33,8.22,4.11,0.0,0.0,0.0,0.0,1.37,4.11,0.0,0.0,4.11,0.0,0.0,15.07,4.11,5.48,0.0,0.0,0.0,0.0,0.0,5.48,0.0,0.0,0.0,0.482057,0.517943,1,0.00147235,0.00137188,11,6.636363636363638,2.21306928878788
90848,简直 是 莫名其妙 ! ! ! !,2971.0,everythingElse,uncensored,3,3.0,0.0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,133.33,0.0,0.0,0.0,0.0,0.0,133.33,0.0,0.0,0.0,0.0,0.0,0.111489,0.888511,0,0.00106206,0.00082018,3,1.0,0.3339607466666667
63116,"感谢 羽球 事件 , 终于 让 国人 对于 奥运 关注 第一次 不再 聚焦 在 金牌 之上 . 奥林匹克 精神 的 阐述 中 清楚 地写 着 : 在 平等 的 条件 下 为 获得 荣誉 的 公平竞争 , 为 人们 在 社会 其他 领域 树立 了 一个 独特 而 光辉 的 榜样 . 最 可怜 的 是 那些 听话 的 运动员 , 最该 公开 道歉 的 是 那些 背后 的 指 使者 . 忽然 想起 了 一个 人 , 当年 不肯 让 球 的 何智丽 .",39875.0,everythingElse,uncensored,76,19.0,0.0,75.0,46.05,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,10.53,2.63,3.95,1.32,2.63,1.32,2.63,1.32,7.89,2.63,2.63,0.0,2.63,15.79,2.63,15.79,3.95,0.0,1.32,1.32,6.58,5.26,1.32,0.0,0.0,1.32,6.58,0.0,0.0,0.0,0.0,17.11,5.26,3.95,0.0,0.0,2.63,2.63,2.63,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,1.32,2.63,7.89,1.32,0.0,13.16,0.0,10.53,2.63,2.63,2.63,0.0,1.32,0.0,0.0,5.26,0.0,0.0,5.26,0.0,0.0,11.84,5.26,5.26,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.929644,0.0703559,2,0.0032411,0.00409182,11,6.909090909090909,2.3054746096969696
101872,"这 几天 上演 的 电影 多 动画片 , 估计 跟 放暑假 有 关系 . 也许 选择 一个 看看 .",53916.0,everythingElse,uncensored,16,8.0,0.0,75.0,37.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,12.5,6.25,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,25.0,18.75,0.0,0.0,12.5,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,6.25,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,12.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433266,0.566734,0,0.00221038,0.00238786,10,1.6,0.53486608
65349,我 已用 漱口水 代替 香口膠 慳 錢 又 環保 餐後清潔 更 到位,528.0,everythingElse,uncensored,12,12.0,0.0,33.33,25.0,8.33,8.33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5122770000000001,0.487723,1,0.00082329,0.00046915,6,2.0,0.6670974799999999
95995,"西方 国家 企图 利用 , 激化 阿拉伯 国家 政治 动荡 , 削弱 阿拉伯 国家 各国 综合国力 , 令 其内 斗 自相残杀 而 无法 崛起 , 但 重创 了 较 亲近 西方 的 世俗 政权 ; 海湾 神权 君主国 , 土耳其 宗教 政权 企图 借 动乱 和 西方 国家 之刀 摧毁 阿拉伯 世俗 政权 及其 政治 基础 , 原教旨主义 , 恐怖组织 希望 趁乱 夺权 . 看 最终 谁 利用 谁 吧 ! 我们 要 有备无患",175021.0,everythingElse,uncensored,64,21.33,0.0,60.94,21.88,1.56,1.56,0.0,1.56,0.0,0.0,0.0,0.0,0.0,4.69,3.12,3.12,4.69,1.56,0.0,0.0,0.0,4.69,0.0,0.0,3.12,1.56,4.69,3.12,3.12,3.12,3.12,0.0,0.0,4.69,1.56,3.12,1.56,1.56,1.56,6.25,0.0,0.0,0.0,0.0,18.75,1.56,7.81,4.69,4.69,0.0,1.56,1.56,1.56,0.0,0.0,1.56,0.0,1.56,0.0,0.0,25.0,1.56,10.94,14.06,0.0,0.0,15.62,1.56,12.5,1.56,15.62,0.0,0.0,1.56,1.56,0.0,1.56,0.0,0.0,1.56,0.0,0.0,15.62,1.56,10.94,0.0,1.56,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.236204,0.763796,0,0.00112092,0.00068763,11,5.8181818181818175,1.9399967893939392
10911,"[ 喻国明 : “ 微博 谣言 ” 是 个 伪 命题 ] 中国人民大学 新闻 学院 副 院长 喻国明 : 如果 一起 事件 拥有 多个 目击 证人 , 大家 同时 藉 助 微博 发布 信息 , 不同 看法 会 形成 补充 . 当 所有 知情人 的 观点 汇聚 在 一起 , 就 会 形成 一种 互相 补充 , 纠错 的 关系 , 实现 真相 的 再现 . 微博 不是 制造 谣言 的 地方 , 而是 粉碎 谣言 的 地方 .",3639773.0,china,uncensored,64,21.33,0.0,70.31,29.69,1.56,1.56,0.0,1.56,0.0,0.0,0.0,0.0,0.0,3.12,4.69,4.69,6.25,3.12,3.12,0.0,0.0,1.56,0.0,1.56,0.0,0.0,7.81,0.0,7.81,4.69,0.0,1.56,4.69,1.56,0.0,0.0,0.0,0.0,0.0,10.94,0.0,0.0,0.0,0.0,21.88,6.25,0.0,6.25,1.56,3.12,3.12,1.56,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,6.25,3.12,4.69,1.56,0.0,12.5,3.12,7.81,7.81,7.81,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,1.56,0.0,1.56,23.44,4.69,9.38,3.12,0.0,0.0,0.0,0.0,3.12,0.0,0.0,3.12,0.340824,0.659176,0,0.00256048,0.00263138,11,5.8181818181818175,1.9411245593939392
37470,"列宁 是 个 艺术家 . 其他 的 艺术家 是 用 花岗石 或 金属 作为 素材 来 工作 的 , 而 列宁 这个 艺术家 是 把 人 作为 素材 来 工作 的 . 然而 , 人比 花岗石 还 坚硬 , 而且 也 不 像 铁 那样 可以 任意 加工 熔铸 . 所以 , 至今 也 没有 能 拿出 一项 杰作 来 , 列宁 这个 艺术家 是 失败 了 . 事实证明 , 这项 工作 他 是 无法 完成 的 . ”",2912.0,everythingElse,uncensored,67,13.4,0.0,67.16,43.28,4.48,1.49,0.0,0.0,0.0,1.49,0.0,0.0,2.99,4.48,4.48,10.45,11.94,4.48,1.49,5.97,0.0,2.99,0.0,0.0,0.0,2.99,10.45,1.49,10.45,5.97,0.0,1.49,2.99,4.48,1.49,2.99,0.0,0.0,1.49,2.99,0.0,0.0,0.0,1.49,19.4,1.49,1.49,4.48,4.48,2.99,8.96,1.49,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,10.45,0.0,8.96,2.99,1.49,2.99,7.46,4.48,0.0,2.99,7.46,5.97,0.0,0.0,0.0,0.0,11.94,0.0,0.0,10.45,0.0,1.49,17.91,7.46,8.96,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0274983,0.972502,0,0.00251038,0.00254799,11,6.090909090909091,2.031989153636364
42496,"原来 钓鱼岛 实际上 已经 被 日本鬼子 占据 , 昨天 在 电视 上 看到 的 , 感觉 自己 真是 孤陋寡闻 , 或者 也 是 我国 媒体 历来 总是 遮掩 事实 吧 , 很多 人 都 以为 钓鱼岛 是 有 争议 的 无人区 , 而 现在 我们 看到 是 日方 的 防守 很 严密 . 我国 长期以来 发展 两弹一星 , 新型 战斗机 , 南极 科考船 , 深潜 探险 , 天宫 号 什么 的 , 却 没有 能力 守住 钓鱼岛 .",24916.0,terrDispute,uncensored,66,33.0,0.0,62.12,45.45,6.06,3.03,1.52,1.52,0.0,0.0,0.0,0.0,3.03,4.55,0.0,16.67,6.06,3.03,1.52,1.52,1.52,6.06,4.55,1.52,0.0,1.52,10.61,1.52,9.09,7.58,1.52,0.0,3.03,1.52,0.0,1.52,0.0,0.0,1.52,4.55,0.0,0.0,0.0,0.0,13.64,3.03,1.52,0.0,4.55,4.55,6.06,1.52,0.0,0.0,1.52,1.52,1.52,0.0,0.0,0.0,7.58,1.52,1.52,1.52,0.0,3.03,15.15,1.52,6.06,9.09,1.52,1.52,1.52,0.0,0.0,0.0,4.55,0.0,0.0,4.55,0.0,0.0,18.18,3.03,15.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344437,0.655563,0,0.00233406,0.00236308,11,6.0,2.0015657133333336
103253,"速报 : 第 １ １ 管区 海上 保安 本部 确认 , 参加 慰 霊 祭 的 其中 至少 9 人 登陆 尖阁 诸岛 中 的 鱼 钓岛 . 亲 , 这里 不 欢迎 差评 哦 . ど ー も 只是 在 告诉您 真实 发生 的 事情 .",5367.0,everythingElse,uncensored,39,13.0,0.0,53.85,35.9,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13,5.13,0.0,10.26,0.0,2.56,0.0,2.56,0.0,2.56,0.0,2.56,0.0,0.0,10.26,2.56,7.69,0.0,0.0,5.13,0.0,10.26,7.69,2.56,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,10.26,5.13,0.0,0.0,0.0,5.13,5.13,0.0,0.0,0.0,0.0,2.56,0.0,0.0,2.56,0.0,7.69,7.69,0.0,0.0,0.0,0.0,15.38,2.56,10.26,2.56,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,2.56,0.0,0.0,15.38,7.69,5.13,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244858,0.755142,0,0.00204008,0.00257104,11,3.5454545454545454,1.1833552218181818
43454,"受教育者 丧失 了 自我 , 是因为 我们 的 教育 丟掉 了 根本 . 今日 之 中国 , 学校 是 工厂 , 院系 是 库房 , 班级 是 车间 , 学生 则 是 流水线 上 批量生产 的 齿轮 和 螺丝钉 , 只不过 有 的 镀金 , 有 的 镀铜 , 有 的 压 了 塑料膜 .",17144.0,china,uncensored,45,22.5,0.0,68.89,40.0,2.22,2.22,0.0,2.22,0.0,0.0,0.0,0.0,0.0,8.89,0.0,2.22,2.22,0.0,2.22,2.22,2.22,8.89,0.0,2.22,0.0,6.67,20.0,6.67,20.0,0.0,0.0,0.0,0.0,4.44,0.0,4.44,0.0,0.0,2.22,4.44,0.0,0.0,0.0,0.0,11.11,6.67,0.0,0.0,0.0,2.22,2.22,2.22,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,11.11,2.22,2.22,6.67,0.0,2.22,4.44,2.22,2.22,2.22,11.11,0.0,0.0,2.22,0.0,2.22,15.56,0.0,0.0,15.56,0.0,0.0,22.22,4.44,17.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08694550000000001,0.913055,0,0.00312149,0.00390194,11,4.090909090909091,1.3659775069696969
46523,"哈哈 简单 浏览 了 一下 他 微博 这 就 一二 逼 民粹 这忙 一定 要 帮 ! 想红 , 帮 你 我 呼吁 你 参加 特奥会 !",25184.0,everythingElse,uncensored,24,12.0,0.0,66.67,54.17,20.83,16.67,4.17,0.0,8.33,4.17,0.0,0.0,4.17,8.33,4.17,12.5,4.17,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,4.17,8.33,8.33,4.17,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,4.17,12.5,4.17,0.0,4.17,0.0,4.17,0.0,4.17,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,4.17,0.0,0.0,0.0,0.0,12.5,8.33,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,8.33,0.0,4.17,12.5,0.0,4.17,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.848735,0.151265,2,0.00190273,0.00124234,11,2.1818181818181817,0.7283210839393939
86717,"电视 中 领导 官话 连篇 , 40 年 不 遇变 60 年 不遇 , 明天 还会 改 吗 ? 让 老天爷 顶包 , 能 证明 你们 有所为 吗 ? 雨 再 大 , 能 掩盖 排水系统 问题 , 以及 应急 措施 的 严重 不 到位 吗 ? 北京 暴雨 , 民间 好心人 借微博 平台 互助 , 给 这个 冰冷 世界 带来 些许 温暖 , 但 很多 悲情 完全 可以 避免 , 有些 灾难 也 是 如此 , 因为 它 不仅仅 是 天灾 , 更是 人祸 .",122228.0,everythingElse,uncensored,71,17.75,0.0,64.79,36.62,2.82,1.41,0.0,0.0,1.41,0.0,0.0,1.41,1.41,2.82,5.63,9.86,7.04,2.82,2.82,1.41,0.0,2.82,0.0,1.41,1.41,0.0,7.04,4.23,2.82,2.82,0.0,2.82,4.23,12.68,4.23,8.45,0.0,0.0,1.41,5.63,0.0,0.0,0.0,0.0,21.13,2.82,7.04,4.23,5.63,2.82,4.23,2.82,0.0,0.0,2.82,0.0,0.0,0.0,0.0,0.0,11.27,0.0,1.41,4.23,0.0,7.04,12.68,2.82,7.04,4.23,1.41,1.41,2.82,0.0,1.41,0.0,4.23,0.0,0.0,4.23,0.0,0.0,21.13,1.41,15.49,0.0,0.0,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0.437038,0.562962,0,0.00148423,0.00103872,10,7.1,2.36750765
19522,"一天 又 一天 / 一月 又 一月 / 一年 又 一年 / 肤浅 的 反思 / 廉价 的 感动 / 而 真相 , 早就 跟着 理想 一起 老去 .",1216107.0,everythingElse,uncensored,22,22.0,0.0,77.27,31.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,4.55,4.55,0.0,0.0,0.0,9.09,0.0,9.09,0.0,0.0,0.0,0.0,9.09,4.55,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,18.18,4.55,0.0,4.55,0.0,4.55,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,4.55,4.55,0.0,4.55,0.0,27.27,4.55,4.55,27.27,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.82,4.55,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.73,0.758532,0.241468,2,0.00327555,0.0034153,10,2.2,0.7355636166666667
19450,"一場 持續 16 小時 的 暴雨 , 讓 大陸 北京市 區成 為 一片汪洋 , 截至 目前 死亡 人數 攀升 到 37 人 , 其中 還有民眾 是 因為 開車 被困 在 水中 無法 脫 逃 , 因而 喪命 . 雖然 救災 工作 還未 完全 結束 , 但批 評聲 浪越 來 越 大 ; 不但 有 防汛 專家 不承認 失誤 , 宣稱 救災 工作 及時 到位 , 還有民眾 因為 暴雨 被迫 停車 , 隔天 被 開單 , 都 引起 極大爭議 .",108747.0,everythingElse,uncensored,67,33.5,0.0,29.85,19.4,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,7.46,0.0,4.48,2.99,1.49,0.0,0.0,0.0,1.49,0.0,1.49,0.0,0.0,2.99,0.0,2.99,2.99,0.0,2.99,1.49,2.99,1.49,1.49,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,2.99,1.49,1.49,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.46,0.0,2.99,1.49,0.0,2.99,11.94,2.99,7.46,1.49,2.99,0.0,0.0,0.0,1.49,1.49,1.49,0.0,0.0,1.49,0.0,0.0,17.91,2.99,13.43,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0554965,0.944504,0,0.00125853,0.00091618,11,6.090909090909091,2.031027933636364
72387,"既然 王子 纸 项目 已经 永久 停建 , 市民 的 呼吁 得到 了 圆满解决 , 天佑 再 一次 呼吁 市民 回家 .",120124.0,everythingElse,uncensored,19,19.0,0.0,52.63,26.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,5.26,0.0,0.0,0.0,0.0,10.53,5.26,0.0,0.0,10.53,10.53,5.26,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.79,0.0,0.0,0.0,5.26,10.53,5.26,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,5.26,0.0,5.26,0.0,15.79,0.0,0.0,15.79,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,5.26,0.0,0.0,15.79,5.26,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102099,0.8979010000000001,0,0.00177517,0.00184042,8,2.375,0.7928718633333333
69616,据 媒体报道 ; 哈尔滨 建委 宣称 ; 因 建桥 指挥部 已 拆销 ; 查不出 是 哪家 施工单位 修 的 垮塌 路段 . 哈尔滨市 建委 ; 还 能 更 不要脸 点 么 ? 才 一年 时间 ; 工程规划 图 ; 招投标 协议 ; 工程质量 验收报告 以及 甲方 对接 人 都 被 当成 罪证 给 销毁 了 吗 ?,7465.0,everythingElse,uncensored,47,15.67,0.0,44.68,31.91,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,4.26,2.13,8.51,6.38,0.0,2.13,0.0,0.0,4.26,2.13,0.0,0.0,4.26,8.51,4.26,6.38,4.26,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,4.26,0.0,0.0,0.0,0.0,4.26,2.13,0.0,2.13,0.0,0.0,0.0,2.13,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,0.0,0.0,0.0,6.38,0.0,2.13,4.26,2.13,0.0,0.0,2.13,0.0,0.0,4.26,0.0,0.0,4.26,0.0,0.0,21.28,2.13,0.0,0.0,14.89,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0163041,0.983696,0,0.00132116,0.00102336,11,4.2727272727272725,1.4250239309090909
13454,"[ 提升 团队 潜能 的 方法 ] 融入 团队 , 不 做 甩手掌柜 ( Engage ) ; 培养 , 让 每个 员工 成为 团队 中 的 唯一 ( Educate ) ; 积极 准备 , 未雨绸缪 ( Equip ) ; 鼓励 是 最好 的 奖赏 ( Encourage ) ; 授权 , 这是 放权 的 艺术 ( Empower ) ; 激励 , 点燃 团队 的 激情 ( Energize ) ; 提拔 , 任人唯贤 ( Elerate ) .",52115.0,everythingElse,uncensored,46,46.0,10.87,67.39,23.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,2.17,4.35,0.0,2.17,0.0,2.17,0.0,4.35,0.0,2.17,2.17,0.0,10.87,0.0,10.87,4.35,0.0,0.0,2.17,15.22,13.04,2.17,0.0,0.0,0.0,10.87,0.0,0.0,0.0,0.0,17.39,4.35,6.52,0.0,2.17,0.0,2.17,2.17,2.17,0.0,0.0,2.17,0.0,0.0,2.17,0.0,26.09,13.04,21.74,4.35,6.52,0.0,6.52,4.35,2.17,0.0,17.39,10.87,0.0,0.0,0.0,0.0,2.17,0.0,0.0,2.17,0.0,0.0,63.04,2.17,13.04,0.0,13.04,0.0,0.0,0.0,0.0,0.0,30.43,4.35,0.914822,0.0851778,2,0.00148911,0.00203618,11,4.181818181818182,1.3951144906060604
33273,"你 做 得 再 好 , 也 还是 有人 指指点点 ; 你 即便 一塌糊涂 , 也 还是 有人 唱赞歌 . 所以 不必 掉 进 他人 的 眼神 , 你 需要 讨好 的 , 仅仅 是 你 自己",22306.0,everythingElse,uncensored,31,15.5,0.0,80.65,61.29,19.35,16.13,3.23,0.0,12.9,0.0,0.0,0.0,3.23,0.0,6.45,25.81,19.35,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.13,0.0,16.13,6.45,0.0,0.0,0.0,3.23,3.23,0.0,0.0,0.0,0.0,29.03,0.0,0.0,0.0,0.0,19.35,0.0,3.23,6.45,6.45,3.23,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,0.0,3.23,3.23,3.23,0.0,9.68,6.45,0.0,3.23,3.23,0.0,0.0,0.0,0.0,0.0,9.68,0.0,0.0,6.45,0.0,3.23,19.35,3.23,12.9,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425621,0.957438,0,0.00287823,0.00295905,9,3.4444444444444446,1.1500939081481485
91521,"终极 脑残 他妈的 ! 再有 抵制 日货 的 , 我见 一个 屏蔽 一个 ! 近在咫尺 的 强拆 不 抵制 , 性侵 幼女 不 抵制 , 人体 标本 不 抵制 , 军队 政府 用 日本 车 你 还 他妈的 不 抵制 ! 告诉 你们 这些 就 成 了 为 日本 说话 ! 傻 逼 到 家 了 !",4016.0,everythingElse,uncensored,48,9.6,0.0,64.58,37.5,6.25,4.17,0.0,0.0,4.17,0.0,0.0,2.08,2.08,6.25,0.0,14.58,2.08,8.33,2.08,0.0,0.0,4.17,0.0,0.0,0.0,4.17,8.33,4.17,8.33,0.0,0.0,0.0,0.0,25.0,0.0,22.92,0.0,4.17,0.0,12.5,0.0,0.0,0.0,0.0,12.5,4.17,0.0,0.0,0.0,0.0,8.33,4.17,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,6.25,4.17,0.0,4.17,0.0,0.0,2.08,2.08,0.0,0.0,2.08,0.0,2.08,0.0,0.0,0.0,12.5,6.25,0.0,4.17,0.0,2.08,18.75,0.0,8.33,0.0,0.0,0.0,10.42,0.0,0.0,0.0,0.0,0.0,0.00537147,0.994629,0,0.00287624,0.00316403,10,4.8,1.6020134233333332
