idx,content,followers,topic,class,WC,WPS,Sixltr,Dic,othergram,persconc,ppron,i,we,you,shehe,they,youpl,ipron,prep,auxverb,adverb,conj,negate,quanunit,prepend,specart,tensem,focuspast,focuspresent,focusfuture,progm,particle,modal_pa,general_pa,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,pos_sent,neg_sent,sentiment,charFreq,wordFreq,semantic_classes,wc_over_semantic_classes,readability
1603,"启东市 今日 有 逾 5 万人 冲击 市政府 , 令 市政府 大楼 多处 受到 损毁 , 有 两辆 车辆 被 推翻 . 据悉 , 在 市政府 当众 承诺 将会 停止 纸厂 排污 计划 , 聚集 群众 才 陆续 散 去 . 网上 流传 一名 18 岁 青年 在 冲击 政府 期间 , 被 警察 当场 打死 , 但 已 遭 当局 否认 .",30369,everythingElse,censored,54,18.0,0.0,55.56,29.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.96,0.0,7.41,3.7,1.85,1.85,0.0,0.0,5.56,1.85,1.85,1.85,1.85,3.7,0.0,3.7,0.0,0.0,3.7,0.0,7.41,1.85,5.56,0.0,1.85,0.0,7.41,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.52,3.7,1.85,11.11,0.0,1.85,12.96,5.56,3.7,5.56,7.41,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,5.56,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0420274,0.957973,0,0.00088904,0.000496,11,4.909090909090909,1.6368253163636364
1604,"启东市 的 群体 事件 后果 很 糟糕 . 这是 什邡 的 另 一个 极端 , 手段 上 看 还 不如 什邡 . 这种 纵容 人们 进 到 政府 办公楼 里 打砸 的 行为 , 为 以后 此类 事件 树 了 一个 恶劣 的 榜样 . 控制 事态 是 政府 的 责任 , 如何 控制 则 是 策略 ; 完全 放弃 控制 , 一味 退让 则 是 一种 无能 . 什邡 官员 丢 了 乌纱 , 启东 这位 也 保不住 ; 都 是因为 没 把 事情 处理 好 !",16237,everythingElse,censored,76,15.2,0.0,67.11,38.16,3.95,1.32,0.0,0.0,0.0,1.32,0.0,0.0,2.63,3.95,0.0,11.84,5.26,1.32,3.95,3.95,2.63,5.26,0.0,0.0,2.63,2.63,10.53,2.63,10.53,3.95,1.32,0.0,0.0,11.84,1.32,9.21,1.32,1.32,2.63,6.58,0.0,0.0,0.0,0.0,10.53,2.63,2.63,0.0,0.0,2.63,1.32,1.32,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.42,1.32,10.53,13.16,1.32,6.58,11.84,6.58,3.95,1.32,13.16,0.0,0.0,0.0,0.0,0.0,7.89,0.0,0.0,7.89,0.0,0.0,15.79,5.26,6.58,0.0,2.63,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0145812,0.985419,0,0.00252808,0.00272372,11,6.909090909090909,2.304780903030303
1605,启东 怎么 了 ? 这帮 傻 B 想 干嘛 ?,23068,everythingElse,censored,8,4.0,0.0,62.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,12.5,12.5,12.5,0.0,12.5,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,12.5,12.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,12.5,12.5,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06857669999999999,0.931423,0,0.00113483,0.00096457,4,2.0,0.6673664666666667
1606,"启东 排污 工程 事件 反映 了 一些 动向 . 一是 公民 维权 意识 空前 高涨 , 传统 的 高压 , 阻止 方式 都 不再 有效 . 二是 乌坎 模式 正在 逐步 成为 解决 群体 事件 的 共识 , 南通 的 警察 没有 使用暴力 对待 散步 公民 , 即便 是 在 公民 们 占领 了 市政府 之后 . 三是 在 涉及 民众 切身利益 与 公共事务 上 , 正常 的 民主决策 和 协商 制度 远 未 建立 , 任重道远",6837,democracy,censored,68,17.0,0.0,63.24,29.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,5.88,2.94,4.41,0.0,2.94,1.47,5.88,0.0,1.47,1.47,2.94,8.82,2.94,8.82,2.94,0.0,0.0,2.94,2.94,2.94,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,16.18,7.35,4.41,1.47,1.47,1.47,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.71,4.41,4.41,4.41,0.0,2.94,16.18,4.41,8.82,5.88,5.88,0.0,0.0,0.0,0.0,0.0,4.41,0.0,0.0,4.41,0.0,0.0,13.24,4.41,8.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04334419999999999,0.956656,0,0.00220605,0.0023635,11,6.181818181818183,2.062129243939394
1607,"启东 的 警察 把 人拉到 警察 群里 围起来 打 , 可是 耍流氓 哦 .",20862,everythingElse,censored,12,12.0,0.0,58.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,8.33,8.33,0.0,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,16.67,8.33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37687,0.6231300000000001,0,0.00238518,0.00282361,8,1.5,0.5017362633333333
1608,"启东 维稳 有 消息 称 , 南通 出动 2000 警力 支援 启东 , 海门 , 如东 , 海安 也 有 700 名 警力 支援 .",1336,propaganda,censored,20,20.0,0.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381931,0.618069,0,0.00072397,0.00030451,7,2.8571428571428568,0.952723779047619
1609,"吾 乃 弱不禁风 的 穷书生 一枚 , 并非 崇尚 暴力 , 但 我 相信 一条 真理 : 唯有 用 暴力手段 才能 争到 人民 的 真 自由 和 国家 的 真 民主 . 对付 极权 统治 , 非暴力 是 一条 死胡同 . 人类 历史 已经 佐证 , 所谓 的 “ 食盐 运动 ” , 所谓 的 非暴力 是 所有 实施者 的 一条 不归路 , 这个 早有 定论 , 无需 我们 辩论 .",953,democracy,censored,58,19.33,0.0,58.62,31.03,5.17,5.17,3.45,1.72,0.0,0.0,0.0,0.0,0.0,3.45,0.0,6.9,3.45,1.72,0.0,0.0,0.0,1.72,1.72,0.0,0.0,1.72,10.34,0.0,10.34,0.0,0.0,0.0,1.72,10.34,6.9,3.45,0.0,1.72,0.0,10.34,0.0,0.0,0.0,0.0,6.9,1.72,0.0,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,3.45,0.0,1.72,0.0,1.72,10.34,1.72,3.45,5.17,0.0,1.72,6.9,1.72,1.72,3.45,5.17,1.72,0.0,0.0,1.72,0.0,3.45,0.0,0.0,3.45,0.0,0.0,22.41,5.17,12.07,1.72,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0473271,0.952673,0,0.00286041,0.00323427,10,5.8,1.9353648933333332
1610,呜呜 呜 哈哈哈哈 哈哈哈哈,9342,everythingElse,censored,4,4.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8740450000000001,0.12595499999999998,2,0.0001585,1.3e-05,1,4.0,1.3333905
1611,"周三 庭審 的 情節 曝光 , 法庭 消息 稱 , 一個 失敗 的 地產項 目導致 海伍德 與 薄家 交惡 , 海伍德 一度 把 谷 開來 之子 薄 瓜瓜 禁錮 在 英國 家中 , 要求 谷 拿 逾 1.5 億 港元 換人 , 否則 會 "" 毁掉 "" 薄 瓜瓜 . 谷 因此 動 了 殺機 , 她 曾 與 重慶 副 市長 兼 公安局 長 王立 軍合謀 除掉 海伍德 , 但王 中途 退縮 , 谷 於 是 自設 "" 鴻門宴 "" , 毒殺 海伍德 .",216134,everythingElse,censored,70,35.0,0.0,27.14,14.29,1.43,1.43,0.0,0.0,0.0,1.43,0.0,0.0,0.0,4.29,0.0,1.43,1.43,0.0,1.43,0.0,0.0,2.86,1.43,0.0,0.0,1.43,4.29,1.43,4.29,0.0,0.0,1.43,0.0,2.86,0.0,2.86,0.0,0.0,0.0,4.29,0.0,0.0,1.43,0.0,2.86,1.43,1.43,0.0,0.0,0.0,0.0,2.86,0.0,0.0,2.86,1.43,0.0,1.43,0.0,0.0,4.29,1.43,1.43,1.43,1.43,0.0,10.0,1.43,5.71,2.86,2.86,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,2.86,0.0,0.0,21.43,2.86,12.86,0.0,0.0,0.0,0.0,0.0,5.71,0.0,0.0,0.0,0.07349,0.9265100000000001,0,0.00106857,0.00111215,11,6.363636363636362,2.1219390278787875
1612,"周五 开始 , 本人 将要 去 一个 无法 打 手机 , 无法 上网 , 政治形势 非常复杂 , 但是 对 中国 非常 重要 的 地方 去 采访 十天 . 由于 众所周知 的 原因 , 从 周五 下午 开始 , 自动 停博 十天 .",168508,china,censored,34,17.0,0.0,70.59,38.24,2.94,2.94,2.94,0.0,0.0,0.0,0.0,0.0,0.0,8.82,8.82,8.82,5.88,5.88,2.94,5.88,0.0,2.94,0.0,0.0,2.94,0.0,5.88,0.0,5.88,0.0,2.94,0.0,0.0,8.82,2.94,2.94,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,26.47,0.0,11.76,5.88,0.0,2.94,2.94,2.94,0.0,2.94,0.0,2.94,0.0,2.94,0.0,0.0,11.76,0.0,8.82,11.76,0.0,0.0,26.47,5.88,5.88,14.71,0.0,2.94,0.0,0.0,0.0,0.0,2.94,0.0,0.0,2.94,0.0,2.94,23.53,5.88,17.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46636099999999997,0.5336390000000001,1,0.00203124,0.00198666,11,3.0909090909090917,1.0316423303030304
1613,"周克华 女友 和 BGKL 的 量刑 , 可以 做 对照 吧 . 如果 周克华 女友 判 死刑 , 而 BGKL 不死 , 不 知道 公众 会 如何 看 .",102701,everythingElse,censored,24,12.0,0.0,70.83,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,8.33,8.33,16.67,4.17,0.0,0.0,0.0,4.17,0.0,0.0,4.17,0.0,8.33,4.17,4.17,4.17,4.17,0.0,0.0,12.5,4.17,8.33,0.0,0.0,0.0,12.5,0.0,8.33,8.33,0.0,29.17,4.17,4.17,12.5,8.33,0.0,8.33,4.17,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,0.0,4.17,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,4.17,0.0,0.0,4.17,0.0,0.0,20.83,8.33,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.711547,0.288453,2,0.00147444,0.00146929,10,2.4,0.8009812433333333
1614,"周克华案 以 公知们 的 一贯 思路 是 这样 的 , 以暴易暴 必然 会 产生 更 暴力 的 政权 , 还会 导致 国家 分裂 , 乱 了 最终 倒霉 的 是 老百姓 . 尽管 不 乱 倒霉 的 也 是 老百姓 , 可 老百姓 为什么 不 在 和平 的 环境 里 倒霉 呢 ? 周正 处 壮年 , 人格健全 程度 已 达到 62% , 只 需 2 ~ 30 年 时间 他会 成熟 起来 , 过 上 老有所养 的 生活 , 不再 祸害 倒霉 的 百姓 .",23634,everythingElse,censored,74,24.67,0.0,75.68,41.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,2.7,12.16,2.7,4.05,5.41,2.7,1.35,5.41,2.7,1.35,0.0,2.7,16.22,2.7,14.86,4.05,1.35,4.05,1.35,16.22,1.35,14.86,0.0,1.35,0.0,1.35,0.0,0.0,0.0,0.0,17.57,1.35,6.76,2.7,0.0,1.35,6.76,0.0,0.0,0.0,0.0,2.7,0.0,1.35,0.0,0.0,9.46,0.0,4.05,5.41,1.35,0.0,21.62,2.7,10.81,6.76,5.41,0.0,0.0,0.0,0.0,0.0,6.76,0.0,0.0,6.76,0.0,0.0,17.57,2.7,10.81,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,2.7,0.00762735,0.992373,0,0.00279642,0.003517,11,6.7272727272727275,2.244528715757576
1615,周克华 转世 ? 难道 他 是 新浪 名博 ?,672,everythingElse,censored,7,3.5,0.0,57.14,28.57,14.29,14.29,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,28.57,0.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.193161,0.8068390000000001,0,0.00136652,0.00087596,5,1.4,0.46741416
1616,"周润发 , 林夕 好样 的 !",4574,everythingElse,censored,4,4.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.5655220000000001,0.434478,2,0.0032836,0.00531327,3,1.3333333333333333,0.44731006777777776
1617,"周立波 : 一个 为 面条 加不加 蛋 ; 想 半天 的 人 给 一餐 上万 的 人 捐款 , 你 好意思 么 ? 一个 拿 山寨 手机 当表 的 人 给 戴 江诗丹 顿 的 捐款 , 你 不 害臊 么 ? 一个 每月 交 几百 房租 的 人 给 住 别墅 的 捐款 , 你 不觉 可耻 么 ? 一个 拧 无纺布 袋 的 人 给 背 爱玛 仕 的 捐款 , 你 不 惭愧 么 ? 一个 没娶 老婆 的 人 给 包三奶 的 捐 款 , 你 不 下贱 么",2610,everythingElse,censored,82,16.4,0.0,62.2,36.59,13.41,6.1,0.0,0.0,6.1,0.0,0.0,0.0,7.32,2.44,1.22,3.66,0.0,4.88,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,12.2,0.0,0.0,0.0,0.0,7.32,0.0,6.1,1.22,1.22,0.0,21.95,0.0,0.0,1.22,0.0,4.88,1.22,0.0,1.22,1.22,0.0,3.66,2.44,0.0,1.22,1.22,4.88,1.22,1.22,0.0,2.44,6.1,4.88,0.0,0.0,1.22,0.0,1.22,1.22,0.0,0.0,0.0,0.0,1.22,7.32,0.0,0.0,1.22,1.22,0.0,0.0,0.0,0.0,13.41,0.0,6.1,1.22,1.22,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.00873737,0.9912629999999999,0,0.00332867,0.0041712,11,7.454545454545454,2.4873484415151514
1618,周 ﹣ y - k 考察 合肥 中院 : 努力 使 每起 案件 都 经得起 检验,22739,everythingElse,censored,13,13.0,0.0,46.15,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0,7.69,0.0,0.0,7.69,15.38,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0,15.38,0.0,0.0,7.69,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.779072,0.220928,2,0.00068768,0.00036208,8,1.625,0.5420165866666666
1619,"呵呵 , 刚才 那个 说 没 就 没 了 . "" The central leadership decided that the scandal over the incident was too serious to allow Mr Ling to be promoted and Mr Hu really couldn ' t resist ; "" a retired party official said .",10177,everythingElse,censored,40,20.0,22.5,25.0,15.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,10.0,2.5,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.5,5.0,0.0,2.5,17.5,5.0,2.5,0.0,2.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.266286,0.733714,0,0.0001672,0.00014206,5,8.0,2.666769753333333
1620,"呼吁 专制 政权 降 红旗 的 吁请 , 在我看来 是 很 搞笑 的 言论 , 就 好似 你 跪求 影帝 让 他 演戏 给 你 看 . 一个 政权 如果 是非 民选 , 那 它 并 不 代表 民众 的 意愿 , 而是 独裁者 的 意愿 , 独裁者 即使 降 了 红旗 , 不具 诚意 的 降旗 只不过 是 假惺惺 的 猫哭耗子 .",4976,everythingElse,censored,55,27.5,0.0,61.82,36.36,9.09,5.45,0.0,0.0,3.64,1.82,0.0,0.0,3.64,1.82,1.82,7.27,7.27,1.82,0.0,0.0,0.0,3.64,0.0,0.0,1.82,1.82,12.73,1.82,12.73,1.82,0.0,0.0,0.0,1.82,0.0,1.82,0.0,0.0,0.0,10.91,0.0,0.0,0.0,1.82,16.36,5.45,1.82,3.64,1.82,0.0,5.45,3.64,1.82,1.82,0.0,0.0,0.0,0.0,0.0,0.0,10.91,1.82,3.64,1.82,3.64,0.0,0.0,0.0,0.0,0.0,5.45,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,5.45,1.82,1.82,14.55,3.64,10.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0317323,0.968268,0,0.00290162,0.003764500000000001,10,5.5,1.8355553733333332
1621,"呼吁 在 爱国 游行 中 对 公共财产 或 私人 财产 带来 损失 的 , 追究责任 , 进行 公平 赔偿 ! 支持 请 转发 , 爱国 你 他 妈 就 可以 伤害 别人 了 吗 ? 爱国 就 可以 暴力 了 吗 ?",43078,patriotism,censored,36,12.0,0.0,77.78,44.44,8.33,5.56,0.0,0.0,2.78,2.78,0.0,0.0,2.78,5.56,5.56,5.56,8.33,0.0,2.78,2.78,0.0,8.33,0.0,2.78,0.0,5.56,13.89,11.11,8.33,2.78,0.0,0.0,0.0,25.0,11.11,8.33,0.0,8.33,5.56,11.11,2.78,0.0,2.78,2.78,16.67,5.56,0.0,5.56,8.33,2.78,2.78,0.0,0.0,0.0,0.0,2.78,0.0,2.78,0.0,0.0,16.67,2.78,2.78,11.11,0.0,2.78,11.11,5.56,5.56,2.78,0.0,0.0,0.0,8.33,0.0,0.0,19.44,0.0,0.0,13.89,0.0,8.33,16.67,0.0,8.33,0.0,0.0,5.56,2.78,0.0,0.0,0.0,0.0,0.0,0.08328300000000001,0.916717,0,0.00178731,0.00153981,11,3.272727272727273,1.0920181309090908
1622,"命运 颇 有些 讽刺 , 现在 站 在 法庭 上 的 她 自己 就是 一名 律师 , 曾 对 自己 国家 的 司法制度 表达 过 坚定不移 的 信心 . 1998 年 , 她 在 美国 代理 一家 中国 公司 , 打赢 了 一场 民事诉讼 官司 . 事后 她 还 出 了 一 本书 , 嘲笑 美国 司法制度 的 迂腐 . 书中 写道 , “ 他们 连狗 也 可以 起诉 , 法庭 甚至 可能 判 丈夫 强奸 了 妻子 . ”",182942,usa,censored,67,16.75,0.0,67.16,43.28,8.96,8.96,2.99,0.0,0.0,4.48,1.49,0.0,0.0,5.97,2.99,8.96,1.49,0.0,2.99,1.49,1.49,11.94,2.99,1.49,2.99,4.48,13.43,4.48,13.43,1.49,0.0,2.99,1.49,10.45,2.99,4.48,0.0,4.48,0.0,16.42,2.99,0.0,4.48,1.49,13.43,4.48,0.0,2.99,5.97,2.99,1.49,2.99,0.0,1.49,0.0,1.49,0.0,0.0,1.49,0.0,10.45,2.99,1.49,7.46,1.49,0.0,13.43,1.49,8.96,2.99,4.48,0.0,0.0,1.49,1.49,0.0,8.96,0.0,0.0,7.46,1.49,2.99,19.4,5.97,10.45,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.719096,0.280904,2,0.00239865,0.00241416,11,6.090909090909091,2.0319073003030304
1623,"和 各位 出钱 编写 抗 违法 拆迁 的 老爷 汇报 一下 : 前期 我们 的 资料 收集 已经 完成 已 大部分 , 目前 进入 后期 整理 , 9 月份 将 弄 出 一个 专门 的 博客 , 放 各种 视频 和 资料 , 后期 还会 不断更新 增加 , 感谢 等 律师 支持 和 帮助 , 也 感谢 我们 的 工作人员 小张 . 当然 更要 感谢 出钱 的 老爷 们 对 我 的 信任 和 支持 !",6326,everythingElse,censored,67,33.5,0.0,70.15,34.33,4.48,4.48,1.49,2.99,0.0,0.0,0.0,0.0,0.0,7.46,0.0,10.45,7.46,0.0,1.49,0.0,0.0,5.97,2.99,1.49,1.49,2.99,11.94,0.0,11.94,2.99,0.0,1.49,2.99,13.43,10.45,1.49,0.0,0.0,0.0,5.97,0.0,1.49,0.0,0.0,8.96,1.49,0.0,0.0,1.49,5.97,0.0,1.49,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.43,5.97,1.49,4.48,5.97,1.49,17.91,2.99,5.97,13.43,4.48,1.49,0.0,1.49,0.0,0.0,2.99,0.0,0.0,2.99,0.0,1.49,13.43,1.49,8.96,1.49,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.990875,0.00912539,2,0.00245541,0.00298504,11,6.090909090909091,2.0321165136363635
1624,"和 邵阳 这帮 没脑子 的 傻 逼 说 一声 : 原本 不断 新 发生 的 事件 会 逐步 盖过 李 的 事件 , 也 会 让 大家 逐渐 淡忘 此事 , 但 你们 愚蠢 又 傻 逼 的 行为 ( 劳教 肖勇 , 批捕 朱承志 , 失踪 其他 朋友 ) 让 此事 一直 会 在 公众 视线 里 , 有 你们 这么 傻 逼 的 人 吗 ? 报复 成本 不会 核算 吗 ?",5703,everythingElse,censored,64,32.0,0.0,67.19,46.88,7.81,4.69,0.0,1.56,3.12,0.0,0.0,3.12,3.12,7.81,9.38,9.38,6.25,3.12,1.56,1.56,0.0,0.0,0.0,0.0,0.0,0.0,12.5,3.12,9.38,1.56,0.0,0.0,1.56,9.38,1.56,3.12,0.0,3.12,0.0,10.94,0.0,1.56,0.0,0.0,15.62,0.0,4.69,6.25,0.0,3.12,1.56,3.12,1.56,1.56,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1.56,0.0,0.0,0.0,0.0,12.5,1.56,3.12,7.81,0.0,0.0,0.0,1.56,0.0,0.0,1.56,1.56,0.0,0.0,0.0,0.0,15.62,0.0,7.81,1.56,0.0,3.12,0.0,0.0,0.0,0.0,3.12,0.0,0.003899,0.996101,0,0.00241666,0.0027991,11,5.8181818181818175,1.9411325260606056
1625,"和 韩志国 先生 : 猴 把 屁股 弄 红 , 大闹 天空 被 镇压 . 熊 一巴掌 把 洋人 打死 , 正受 审判 中 . 猪 , 跑 到 米国 使馆 去 , 仍然 是 猪 , 摆脱 不了 挨宰 的 命运 . 马 , 马 跳过去 了 , 似乎 没 他 的 事 . 鸡 , 有 五个 时辰 它 不 叫 , 狼 , 吃 多 了 胖得 变成 了 猪 , 狗 , 我 替 主人 叫 , 也 替 主人 咬 , 鸟 , 他 仰望 天空 , 别人 仰望 它 , 龙 , 其实 神马 都 不是 .",150589,everythingElse,censored,79,15.8,0.0,62.03,39.24,8.86,3.8,1.27,0.0,0.0,2.53,0.0,0.0,5.06,10.13,1.27,7.59,2.53,3.8,0.0,1.27,0.0,6.33,0.0,1.27,1.27,3.8,8.86,3.8,8.86,2.53,0.0,0.0,1.27,3.8,0.0,2.53,0.0,0.0,0.0,8.86,1.27,0.0,0.0,3.8,10.13,5.06,1.27,0.0,1.27,0.0,3.8,3.8,2.53,0.0,0.0,2.53,1.27,0.0,1.27,1.27,6.33,1.27,0.0,5.06,0.0,1.27,11.39,5.06,5.06,1.27,2.53,1.27,0.0,0.0,0.0,0.0,6.33,0.0,1.27,5.06,0.0,0.0,30.38,6.33,22.78,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0406725,0.959327,0,0.00165541,0.00150482,11,7.181818181818183,2.394992803939394
