idx,'CRIE Readability 1.0','SVM readability prediction 1.0','SVM readability prediction 2.0',Paragraphs,'Average paragraph length',Characters,Words,Adverbs,Verbs,'Type-token ratio','Difficult words','Low-stroke characters','Intermediate-stroke characters','High-stroke characters','Average strokes','Two-character words','Three-character words',Sentences,'Average sentence length','Simple sentence ratio','modifiers per NP','Np ratio','Average propositional phrase','Sentences with complex structure',Parallelism,'Average number of idioms each sentence','Content words',Negatives,'Sentences with complex semantic categories','Number of complex semantic categories','Intentional words','Noun word density','Content word frequency in logarithmic','Average frequency of content word in domain in Logarithmic','Number of Idioms','Standard Deviation of number of idioms',Pronouns,'Personal pronouns','First personal pronouns','Third personal pronouns',conjunctions,'positive conjunctions','negative conjunctions','adversative conjunctions','causal conjunctions','hypothesis conjunction','condition conjunction','purpose conjunctions','figure of speech (simile)','Content word category',class
238,0.456493,-0.266335,-0.283232,0,0.347146,-0.063757,-0.081292,1.012683,-0.742385,0.398697,-0.511712,0.593931,-0.552086,-0.20702,-0.535657,0.029901,-0.563405,0.347146,-0.473878,-0.709959,-0.224606,0.082514,-0.495845,-0.512056,-0.094986,0.545485,-1.124157,-0.679689,0.781203,0.54353,-0.395696,-1.124156,-0.957227,0.247185,1.467592,1.740699,-0.042302,-0.006566,0.041121,-0.453878,0.453897,-0.251861,1.167987,2.203727,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,0.513887,censored
239,1.078997,-0.266335,-0.283232,0,0.90188,0.623937,0.815443,0.462248,-0.018178,-0.925245,-0.008157,-0.180435,-0.374513,7.845708,-0.020048,-0.929829,-0.917026,0.90188,-0.303279,-0.709959,0.501799,0.656958,-0.569418,-0.739279,-0.094986,0.301067,0.295837,0.148985,0.601905,0.972026,-0.395696,0.295838,0.510067,0.280425,0.604339,1.740699,0.400537,0.438193,-0.596275,-0.453878,-0.56625,-0.23821,0.284657,-0.452136,-0.364546,0.890777,-0.226717,-0.075651,-0.149339,-0.636541,censored
240,0.555485,-0.266335,-0.283232,0,-0.207588,-0.259125,-0.239539,0.49051,-1.376318,0.001718,1.152059,-0.183152,0.249797,-0.20702,1.500881,-0.269227,0.453476,-0.207588,-0.235871,-0.709959,2.50133,0.819841,-0.519756,-1.25053,-0.094986,-0.248872,-0.817238,-0.679689,-1.549669,-0.700762,-0.395696,-0.817239,-0.817667,-0.900327,-0.297,-0.15358,0.126882,-0.33932,0.17076,-0.453878,0.768524,1.399044,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,0.507439,censored
241,-1.379686,2.582553,-0.283232,0,-0.762322,-0.360716,-0.358224,1.020844,1.211069,1.012508,-1.015328,-0.006255,0.067255,-0.20702,-0.37864,-0.219255,-0.77303,-0.762322,2.088749,1.809166,-0.919428,-2.474154,-0.734958,-1.25053,-0.094986,-0.248872,-0.811791,1.624025,-1.549669,-0.700762,-0.395696,-0.811791,-0.918131,0.406845,-0.297,-0.15358,-0.283529,-0.248839,-0.596275,1.045226,3.300219,1.810054,4.490349,3.319189,2.085855,1.404214,-0.226717,-0.075651,-0.149339,0.635626,censored
242,2.00635,1.632924,-0.283232,0,3.259499,2.147806,2.33198,0.452811,-0.662449,-0.460733,-0.221582,-0.23317,0.301411,-0.20702,0.235326,0.110113,-0.377003,3.259499,-0.438718,-0.480948,-0.16567,0.392454,-0.268688,-0.419747,-0.094986,-0.248872,-0.819383,-0.452946,1.363921,5.12374,-0.395696,-0.819384,-0.06892,0.054403,-0.297,-0.15358,-0.060314,0.092106,-0.061766,-0.158779,0.492469,-0.000359,0.371803,-0.080942,0.600179,0.294722,-0.226717,-0.075651,-0.149339,-0.571001,censored
243,2.619181,2.582553,-0.283232,0,4.368966,4.07804,3.993576,0.441405,-0.873433,-1.371749,-0.664459,-0.17011,0.094281,-0.20702,-0.086512,0.740898,-0.273317,4.368966,-0.345409,-0.709959,0.799854,0.299474,-0.310218,0.002932,-0.094986,-0.060735,-0.49037,-0.376569,0.382501,3.299825,-0.395696,-0.49037,0.551558,-0.0821,0.0327,1.740699,-0.174736,-0.45176,-0.35809,0.335124,0.641155,0.179231,1.049196,1.284659,0.925138,0.055837,0.238411,-0.075651,-0.149339,-1.136666,censored
244,0.066916,-0.266335,-0.283232,0,-0.207588,-0.376346,-0.358224,-0.138034,1.514559,1.176345,-1.82339,0.817637,-1.013776,-0.20702,-0.179673,0.149289,-0.259811,-0.207588,-0.345409,-0.709959,-0.544224,-0.402198,-0.089354,0.521808,-0.094986,-0.248872,-0.16895,0.472168,-0.151146,-0.458034,-0.395696,-0.16895,-0.787077,0.972472,-0.297,-0.15358,-0.283529,-0.248839,-0.596275,-0.453878,-0.36081,-0.88435,0.644354,1.433527,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,0.815699,censored
245,0.64084,-0.266335,-0.283232,0,-0.068905,0.467643,0.551698,0.709213,-0.12276,0.222236,-0.585833,0.070364,-0.01181,-0.20702,-0.550074,-0.847947,0.223218,-0.068905,0.252988,-0.709959,0.539698,0.116842,0.341049,0.595655,-0.094986,-0.248872,-0.38233,-0.195716,0.198485,-0.20842,-0.395696,-0.38233,-0.250641,0.683122,-0.297,-0.15358,-0.874121,-0.841991,-0.596275,-0.453878,0.137582,-0.129615,0.439665,0.34016,0.665034,-0.425727,-0.226717,-0.075651,-0.149339,-0.00295,censored
246,0.176719,-0.266335,-0.283232,0,-0.484955,-0.501381,-0.542846,-1.651012,-0.154639,1.440305,0.005973,-0.524598,0.60214,-0.20702,1.507903,1.500616,0.139359,-0.484955,-0.223701,-0.709959,-0.919428,-0.017591,0.341049,-0.142819,-0.094986,-0.248872,0.938164,0.920112,0.781203,-0.512442,2.246339,0.938164,-1.056269,-1.61185,-0.297,-0.15358,-0.874121,-0.841991,-0.596275,-0.453878,-0.076064,0.363059,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,1.796094,censored
247,0.866097,-0.266335,-0.283232,0,0.485829,0.920896,0.762694,-0.309719,-0.913366,-1.366161,0.174319,-0.515504,0.592756,-0.20702,0.546941,1.22762,0.804642,0.485829,-0.13242,-0.709959,-0.215921,0.245503,-0.196955,-0.142819,-0.094986,-0.248872,0.461986,-0.679689,-0.151146,0.176438,-0.395696,0.461985,0.787287,-1.414955,-0.297,-0.15358,-0.874121,-0.841991,-0.596275,-0.453878,-0.279454,0.113577,-0.637644,-0.452136,-0.364546,0.252029,-0.226717,-0.075651,-0.149339,-1.138421,censored
248,-0.698734,-0.266335,-0.283232,0,-0.207588,-0.259125,-0.173602,-0.418699,1.267973,-1.148091,0.935385,-0.183152,0.249797,-0.20702,1.672077,-1.61857,0.718512,-0.207588,-0.175018,0.969458,0.956591,-0.480214,-0.089354,-0.364361,-0.094986,-0.248872,-1.54503,-0.679689,0.548116,-0.255056,-0.395696,-1.54503,0.732327,0.056494,-0.297,-0.15358,-0.412721,-0.378591,-0.596275,-0.453878,-1.093016,-0.88435,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,-1.423953,censored
249,0.176719,-0.266335,-0.283232,0,-0.346272,-0.524825,-0.542846,-0.443848,-0.154639,1.667856,0.005973,-0.689627,0.772436,-0.20702,0.558592,0.732816,0.139359,-0.346272,-0.406262,-0.709959,0.383363,0.846458,-0.734958,0.411037,-0.094986,-0.248872,0.491747,0.920112,0.198485,0.031646,-0.395696,0.491747,-1.056269,-0.053478,-0.297,-0.15358,-0.874121,-0.841991,-0.596275,-0.453878,1.957841,2.857878,-0.637644,-0.452136,3.038788,2.115857,-0.226717,-0.075651,-0.149339,1.545993,censored
250,0.14028,-0.266335,-0.283232,0,-0.207588,-0.298199,-0.239539,-0.00054,0.166855,-0.553661,-0.559937,0.842493,-0.808581,-0.20702,-0.761544,-0.269227,-1.286249,-0.207588,-0.235871,-0.709959,-0.127331,0.863534,0.125847,1.74029,-0.094986,-0.248872,-0.272458,-0.679689,1.247378,-0.25676,-0.395696,-0.272459,0.244681,-0.329712,-0.297,-0.15358,-0.37362,-0.33932,0.17076,-0.453878,-1.093016,-0.88435,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,-0.560788,censored
251,0.047005,-0.266335,-0.283232,0,-0.346272,-0.259125,-0.239539,-1.228164,-0.09034,-0.970196,-0.731137,0.947151,-0.916578,-0.20702,-0.767489,-1.05004,0.888407,-0.346272,-0.056352,-0.709959,-0.65887,0.341453,1.148054,0.5495,-0.094986,1.538431,-1.362018,0.296461,-0.675592,-0.465139,-0.395696,-1.362019,0.693478,-0.608849,1.826493,1.740699,-0.874121,-0.33932,-0.596275,0.816549,1.389037,2.160175,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,-1.171203,censored
252,0.632268,0.683294,-0.283232,0,1.595297,1.764885,1.712178,0.623354,-0.576154,-0.746166,-1.006545,0.10102,-0.147781,0.581571,0.21399,-0.146259,0.077376,1.595297,-0.254128,0.129749,-0.3462,0.07499,0.042158,0.780274,-0.094986,0.148306,-1.002779,-0.123236,0.392724,1.1961,0.063788,-1.00278,0.030889,0.403871,0.308247,1.740699,-0.446156,-0.412171,-0.596275,0.270327,0.498736,0.634235,-0.637644,-0.452136,-0.364546,0.016288,-0.226717,-0.075651,-0.149339,-0.63967,censored
253,0.194153,-0.266335,-0.283232,0,-0.346272,-0.39979,-0.424161,-0.202416,-1.58779,0.757651,-0.723528,0.274351,-0.222307,-0.20702,0.577637,0.886376,-0.716006,-0.346272,-0.269341,-0.709959,0.122805,0.20131,0.072047,-0.281283,-0.094986,-0.248872,-0.847504,-0.679689,0.198485,-0.262162,-0.395696,-0.847504,-0.738133,-1.019969,-0.297,-0.15358,0.438305,0.476124,1.415062,-0.453878,0.534108,1.111505,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,0.39553,censored
254,1.11853,-0.266335,-0.283232,0,0.208462,-0.00124,-0.002168,-1.327012,1.569739,-0.779059,1.21209,-0.105149,0.169305,-0.20702,0.189649,0.62313,-0.619731,0.208462,-0.368229,-0.709959,-0.789149,0.560314,-0.465956,0.5495,-0.094986,-0.248872,0.427973,0.06827,-0.675592,-0.425388,-0.395696,0.427974,-0.209225,2.19708,-0.297,-0.15358,4.111394,4.550299,-0.596275,11.227453,1.759734,-0.88435,4.357154,6.894601,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,-0.477549,censored
255,0.148465,-0.266335,-0.283232,0,-0.484955,-0.360716,-0.371412,-0.386364,-0.23206,0.330412,-0.961732,1.521492,-1.509249,-0.20702,-1.742217,0.059033,0.808521,-0.484955,0.039999,-0.709959,0.435475,0.619154,-0.376289,0.226418,-0.094986,-0.248872,0.427973,0.495675,-1.549669,-0.700762,-0.395696,0.427974,-0.652481,1.436907,-0.297,-0.15358,-0.271476,-0.236734,-0.596275,-0.453878,-1.093016,-0.88435,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,0.959022,censored
256,-0.449073,-0.266335,-0.283232,0,-0.207588,-0.352902,-0.239539,1.472609,-0.09034,0.140563,-0.559937,0.027929,0.03198,-0.20702,-0.776511,-1.206203,-0.851317,-0.207588,-0.235871,0.549604,-0.137753,0.159832,-0.089354,-0.475133,-0.094986,-0.248872,-0.544848,0.296461,-0.151146,-0.13158,-0.395696,-0.544848,-0.394362,1.008414,-0.297,-0.15358,1.628386,1.168693,1.704831,-0.453878,-0.472503,-0.88435,0.448795,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,0.049628,censored
257,0.695441,-0.266335,-0.283232,0,0.485829,0.29572,0.261578,0.232329,-0.193749,-0.27454,0.315475,0.998219,-0.969276,-0.20702,-0.703031,0.772393,0.301026,0.485829,-0.363665,-0.709959,-0.433053,0.700807,-0.519756,-0.087434,-0.094986,-0.248872,-0.589779,1.101533,-0.151146,0.328784,-0.395696,-0.589779,-0.058099,0.560518,-0.297,-0.15358,-0.569692,-0.536243,-0.596275,-0.453878,0.416686,-0.421394,0.684003,1.491846,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,-0.266593,censored
258,-1.3424,-1.215965,-0.283232,0,-0.346272,-0.524825,-0.503284,-0.227178,1.888086,-0.012522,2.056344,-0.102857,-1.044051,-0.20702,-0.945819,0.555632,-1.286249,-0.346272,-0.360622,1.809166,-0.919428,-0.685415,-0.465956,-1.25053,-0.094986,-0.248872,1.899677,5.22727,1.072562,0.071397,-0.395696,1.899678,0.135664,0.190905,-0.297,-0.15358,-0.874121,-0.841991,-0.596275,1.46805,-0.154291,0.267105,1.005943,-0.452136,-0.364546,1.920351,-0.226717,-0.075651,-0.149339,0.487875,censored
259,0.224374,-0.266335,-0.283232,0,-0.068905,-0.235681,-0.160415,1.55571,-0.446457,0.281544,-0.688995,-0.273499,0.343028,-0.20702,0.349446,-0.5311,-0.496681,-0.068905,-0.294697,-0.709959,-0.572017,-0.369459,0.161714,1.703366,-0.094986,-0.248872,0.251369,0.206355,-0.384233,-0.490679,-0.395696,0.25137,-0.143357,0.270009,-0.297,-0.15358,-0.41982,-0.385721,-0.596275,0.699279,-1.093016,-0.88435,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,0.164668,censored
260,-0.915426,-1.215965,-0.283232,0,-0.207588,-0.462307,-0.450535,0.576158,0.639377,0.524808,-0.352905,1.274775,-1.254658,-0.20702,-1.375363,0.500691,-0.689483,-0.207588,-0.430604,0.969458,1.269261,-0.025285,-0.734958,1.075663,-0.094986,-0.248872,0.107621,1.999048,0.548116,-0.146238,-0.395696,0.107621,-0.579065,0.277448,-0.297,-0.15358,-0.874121,-0.841991,-0.596275,-0.453878,-0.241614,0.159993,-0.637644,-0.452136,2.484757,-0.425727,-0.226717,-0.075651,-0.149339,0.70263,censored
261,0.345043,-0.266335,-0.283232,0,-0.068905,-0.141904,-0.173602,0.713017,-0.865946,-0.12411,-0.642862,-0.097523,0.161436,-0.20702,0.899743,0.396904,0.31756,-0.068905,-0.304839,-0.709959,-0.38252,0.17596,-0.196955,1.334129,-0.094986,-0.248872,-2.298359,0.220199,1.363921,0.023427,-0.395696,-2.298359,-0.725316,-0.910488,-0.297,-0.15358,-0.412721,0.084809,-0.596275,-0.453878,2.339199,0.518986,5.371723,2.494212,-0.364546,2.433555,-0.226717,-0.075651,-0.149339,-0.439181,censored
262,0.113486,-0.266335,-0.283232,0,-0.623639,-0.66549,-0.701093,-0.645042,3.006722,1.326529,1.408858,-0.082389,0.145818,-0.20702,0.685702,1.884515,-0.217043,-0.623639,-0.223701,-0.709959,-0.919428,0.14507,-0.734958,0.411037,-0.094986,-0.248872,1.384581,1.720013,1.946639,-0.458034,-0.395696,1.384581,-0.806305,-1.197412,-0.297,-0.15358,-0.874121,-0.841991,-0.596275,-0.453878,0.432413,0.986764,2.033186,-0.452136,-0.364546,3.386649,-0.226717,-0.075651,-0.149339,1.671043,censored
263,0.422194,-0.266335,-0.283232,0,-0.484955,-0.235681,-0.226352,0.682838,-0.913366,-1.745413,1.745551,-2.099669,2.039034,-0.20702,1.09561,-0.495663,0.42448,-0.484955,0.263131,-0.709959,0.383363,-0.891808,-0.376289,1.149511,-0.094986,2.134199,-1.026071,-0.679689,-0.384233,-0.552193,-0.395696,-1.02607,0.522217,-1.481568,1.791101,1.740699,-0.874121,-0.841991,-0.596275,-0.453878,-0.482845,-0.135905,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,-1.555256,censored
264,-0.028988,-0.266335,-0.283232,0,-0.346272,-0.524825,-0.529659,0.676313,0.152953,0.118047,-0.365602,-0.983011,1.075184,-0.20702,0.325301,-0.159491,-1.286249,-0.346272,-0.391049,-0.709959,-0.268032,-0.598463,-0.465956,1.24182,-0.094986,-0.248872,-1.619685,0.876874,1.072562,-0.059184,-0.395696,-1.619685,0.136741,-0.300413,-0.297,-0.15358,-0.874121,-0.841991,-0.596275,-0.453878,1.875386,1.543041,1.094786,2.096057,-0.364546,2.047166,-0.226717,-0.075651,-0.149339,-0.853622,censored
265,0.30398,-0.266335,-0.283232,0,0.485829,0.14724,0.037394,-0.101819,1.173132,-0.072911,1.030079,0.030862,-0.096677,1.692036,-0.307466,-0.034983,1.600606,0.485829,-0.467116,0.129749,-0.294088,0.425546,-0.412156,0.189494,-0.094986,0.466049,0.915843,0.040222,1.597008,1.071627,-0.395696,0.915843,-0.01196,0.793292,1.269076,1.740699,1.340598,1.382329,1.10079,2.356942,-0.635388,-0.323016,0.163605,-0.452136,-0.364546,0.717986,-0.226717,-0.075651,-0.149339,0.207954,censored
266,-0.548017,-0.266335,-0.283232,0,-0.207588,0.045649,-0.002168,-0.010106,-1.386339,-0.672671,0.425017,-0.90857,0.998367,-0.20702,-0.267628,0.264159,0.713305,-0.207588,-0.016797,0.969458,0.053323,1.555422,0.771451,0.964892,-0.094986,-0.248872,-0.19817,0.816229,-0.850407,-0.465139,-0.395696,-0.19817,0.722192,0.685786,-0.297,-0.15358,0.659883,0.698663,0.579182,-0.453878,0.333359,-0.301146,0.194822,-0.452136,-0.364546,0.762546,-0.226717,-0.075651,-0.149339,-0.82834,censored
267,-0.667374,-0.266335,-0.283232,0,-0.484955,-0.602972,-0.62197,-0.524326,-1.419184,1.121733,0.398781,0.374612,-0.325767,-0.20702,0.440967,-0.034983,1.279845,-0.484955,-0.345409,0.549604,-0.919428,-0.000119,0.699717,-0.142819,-0.094986,-0.248872,-0.49037,-0.679689,0.781203,-0.098935,2.774746,-0.49037,-0.828041,-0.81024,-0.297,-0.15358,-0.874121,-0.841991,-0.596275,-0.453878,-1.093016,-0.88435,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,0.695651,censored
268,1.689848,0.683294,-0.283232,0,1.179247,1.249114,1.303372,0.50725,-0.240858,-0.147382,0.547997,-0.151755,0.153274,0.76229,0.269061,-0.244383,0.31756,1.179247,-0.239929,-0.709959,0.227028,0.523582,-0.59149,0.115647,-0.094986,0.227742,0.349705,-0.025225,-0.61732,0.394074,-0.395696,0.349705,-0.305831,-0.091767,0.414853,1.740699,-0.370776,-0.336464,0.175118,-0.453878,-0.67699,-0.88435,0.090764,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,0.443276,censored
269,2.356064,1.632924,-0.283232,0,2.150031,3.210607,3.017718,0.005879,-0.675334,-1.517862,-0.340622,0.772398,-0.736248,-0.20702,-0.663268,0.386554,-0.196078,2.150031,-0.107525,-0.709959,0.260529,0.541224,0.341049,1.115944,-0.094986,1.050985,-1.582779,-0.679689,-0.437207,0.674999,-0.395696,-1.582778,0.486786,-0.088144,1.340726,11.185696,-0.198608,-0.26047,-0.152598,-0.453878,0.581964,-0.003826,0.200263,-0.452136,0.436238,-0.425727,0.350894,1.592265,-0.149339,-1.440504,censored
270,0.349238,-0.266335,-0.283232,0,-0.207588,-0.391975,-0.410973,0.693335,1.329826,1.311689,0.310948,0.766012,-0.729659,-0.20702,-1.291505,-0.836165,1.502983,-0.207588,-0.394092,-0.709959,-0.606758,-0.032028,-0.519756,0.74335,-0.094986,-0.248872,0.627613,0.572329,1.247378,0.111148,1.671984,0.627613,-0.921673,1.086907,-0.297,-0.15358,0.409774,0.44747,0.387531,1.175583,-0.29714,-0.88435,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,1.42638,censored
271,0.574485,-0.266335,-0.283232,0,0.624513,0.358237,0.195641,-1.511051,1.659707,0.154146,0.091366,0.156805,-0.101009,-0.20702,-0.115043,2.168267,-0.170556,0.624513,-0.444988,-0.709959,-0.635182,0.321142,-0.343683,0.159284,-0.094986,-0.248872,0.627613,-0.679689,0.675254,1.264169,-0.395696,0.627613,-0.148623,-0.922537,-0.297,-0.15358,-0.874121,-0.841991,-0.596275,-0.453878,0.498736,1.068117,0.755832,-0.452136,-0.364546,2.557872,-0.226717,-0.075651,-0.149339,0.349859,censored
272,1.472147,-0.266335,-0.283232,0,0.90188,0.913082,1.026439,1.282526,-0.521765,-0.287617,0.138116,-0.236976,0.229961,-0.20702,-0.182942,-0.005262,-0.789585,0.90188,-0.228382,-0.709959,0.101092,0.206559,-0.15557,0.751871,-0.094986,-0.248872,-1.216158,-0.679689,0.064012,0.778265,-0.395696,-1.216158,-0.526709,1.231657,-0.297,-0.15358,0.459473,0.497384,0.571598,0.029704,0.324156,-0.015187,-0.224097,-0.452136,-0.364546,-0.425727,0.913598,-0.075651,-0.149339,-0.165987,censored
273,-1.426574,2.582553,-0.283232,0,-0.762322,-0.642046,-0.516472,0.593889,0.045026,1.236706,-0.717621,-0.281439,-0.050249,-0.20702,-0.693777,-2.702076,-1.286249,-0.762322,1.358502,1.809166,-0.919428,-2.474154,0.341049,-1.25053,-0.094986,-0.248872,1.032146,-0.679689,-1.549669,-0.700762,-0.395696,1.032146,-0.728192,1.712748,-0.297,-0.15358,0.680068,0.718935,-0.596275,-0.453878,-1.093016,-0.88435,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,1.374871,censored
274,0.127155,-0.266335,-0.283232,0,-0.484955,-0.540455,-0.529659,-1.672763,0.152953,1.225053,-0.092608,-1.112299,1.208598,-0.20702,1.916542,-0.159491,0.100829,-0.484955,-0.203416,-0.709959,1.095555,1.489529,-0.01762,0.226418,-0.094986,-0.248872,1.420777,0.876874,-0.384233,-0.59572,-0.395696,1.420777,-0.728192,-0.59892,-0.297,-0.15358,-0.874121,-0.841991,-0.596275,-0.453878,-0.103549,0.329346,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,1.57979,censored
275,0.371028,-0.266335,-0.283232,0,0.069779,-0.063757,-0.094479,-0.386364,0.387308,0.614618,-0.467,-0.450029,0.525192,-0.20702,0.548594,1.676113,-0.919664,0.069779,-0.345409,-0.709959,-0.398311,0.247995,-0.273812,-0.301064,-0.094986,-0.248872,0.198387,-0.679689,0.448221,0.301579,-0.395696,0.198387,-0.391537,0.080761,-0.297,-0.15358,0.391433,0.005369,-0.596275,2.758488,1.522005,-0.242825,2.109495,3.58857,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,0.481279,censored
276,-0.077088,-0.266335,-0.283232,0,-0.346272,-0.243496,-0.33185,-1.620059,0.137179,-1.325318,0.243384,-1.043503,1.137606,-0.20702,-0.057105,1.914046,0.687669,-0.346272,-0.162847,-0.709959,-0.65887,1.083258,-0.465956,-0.419747,-0.094986,-0.248872,1.4876,0.427866,-1.549669,-0.700762,-0.395696,1.4876,2.020656,-1.575649,-0.297,-0.15358,-0.306244,-0.271653,-0.596275,-0.453878,-1.093016,-0.88435,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,-1.01273,censored
277,-0.121276,-0.266335,-0.283232,0,0.208462,0.045649,-0.18679,-0.6163,2.073368,-0.022525,1.328694,-0.374348,-0.104177,-0.20702,-0.170765,0.184388,1.564966,0.208462,-0.474723,0.297691,0.415933,-0.025285,-0.465956,0.064877,-0.094986,-0.248872,1.448355,0.234483,0.635524,0.379416,-0.395696,1.448354,-0.201344,-0.797424,-0.297,-0.15358,-0.874121,-0.841991,-0.596275,-0.453878,-1.093016,-0.88435,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,0.366947,censored
278,-1.209278,2.582553,-0.283232,0,-0.762322,-0.063757,-0.068104,0.360927,0.477633,-0.038778,-0.414893,0.593931,-0.552086,-0.20702,-0.467892,0.988749,-0.573445,-0.762322,3.427535,1.809166,-0.919428,-2.474154,1.417055,-1.25053,-0.094986,-0.248872,-1.293921,0.920112,-1.549669,-0.700762,-0.395696,-1.293921,-0.143357,0.366178,-0.297,-0.15358,-0.053855,-0.018169,0.660811,-0.453878,1.449365,0.986764,2.033186,0.857352,-0.364546,2.115857,2.228128,-0.075651,-0.149339,-0.454813,censored
279,0.566183,-0.266335,-0.283232,0,-0.207588,-0.063757,-0.160415,-0.450039,-0.446457,0.785657,0.86497,0.295657,-0.244292,-0.20702,0.49777,1.453366,-0.101898,-0.207588,-0.162847,-0.709959,-0.294088,0.736961,-0.304555,1.518748,-0.094986,1.180971,1.240354,0.206355,-0.850407,-0.661011,-0.395696,1.240354,-0.503122,-0.880516,1.630478,1.740699,0.034482,0.07055,0.099957,-0.453878,-0.529781,-0.193477,0.348508,-0.452136,-0.364546,0.98192,-0.226717,-0.075651,-0.149339,1.134289,censored
280,0.077803,-0.266335,-0.283232,0,-0.207588,-0.188793,-0.292288,-0.085357,-2.016968,-1.608882,0.398781,0.593931,-0.552086,-0.20702,-0.053478,0.551336,0.113439,-0.207588,-0.284555,-0.709959,-0.03353,1.173908,-0.304555,1.518748,-0.094986,-0.248872,-1.074771,-0.679689,-0.850407,-0.661011,-0.395696,-1.07477,1.115831,-0.967667,-0.297,-0.15358,-0.33722,-0.841991,-0.596275,0.908944,-1.093016,-0.88435,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,-1.459763,censored
281,0.051777,-0.266335,-0.283232,0,-0.346272,-0.462307,-0.437348,-0.151203,-0.154639,-0.380105,-0.657209,-0.281439,0.351221,-0.20702,0.245122,-0.034983,-1.286249,-0.346272,-0.284555,-0.709959,2.821445,-0.315049,0.61005,0.5495,-0.094986,-0.248872,-1.659171,-0.679689,-0.675592,-0.465139,-0.395696,-1.659172,-0.012493,-0.176123,-0.297,-0.15358,-0.202994,-0.167955,-0.596275,-0.453878,-0.260964,0.136258,-0.637644,-0.452136,2.42,-0.425727,-0.226717,-0.075651,3.163187,-0.886805,censored
282,-0.743677,-1.215965,-0.283232,0,-0.346272,-0.751452,-0.780217,0.763315,1.109905,-2.428066,0.847704,0.593931,-0.552086,-0.20702,1.158486,-1.570582,4.416181,-0.346272,-0.680105,-0.709959,-0.919428,-0.23823,-0.734958,-1.25053,7.607113,-0.248872,0.938164,-0.679689,1.946639,0.764054,-0.395696,0.938164,4.192974,-0.805472,-0.297,-0.15358,-0.874121,-0.841991,-0.596275,-0.453878,-1.093016,-0.88435,-0.637644,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,-2.205518,censored
283,0.411216,-0.266335,-0.283232,0,0.347146,0.467643,0.604447,0.25297,-0.247167,-1.062759,-1.342166,0.355946,-0.404738,-0.20702,-0.309167,-0.147344,-1.077623,0.347146,-0.122277,-0.709959,1.20226,0.314505,0.341049,0.903353,-0.094986,-0.248872,-0.93461,-0.679689,0.004246,0.010103,-0.395696,-0.93461,0.787564,0.70041,-0.297,-0.15358,0.086191,0.122483,0.875435,-0.453878,1.288141,1.671318,1.446906,-0.452136,1.62765,2.549786,-0.226717,-0.075651,-0.149339,-1.449115,censored
284,-0.667077,2.582553,-0.283232,0,-0.762322,0.397311,0.367076,1.269175,0.820866,0.419575,0.783572,-0.96826,0.85362,-0.20702,-0.16237,0.974124,-0.064299,-0.762322,5.435715,1.809166,-0.919428,-2.474154,1.417055,-1.25053,-0.094986,-0.248872,1.040202,-0.131186,-1.549669,-0.700762,3.227667,1.040202,-0.288087,0.254942,-0.297,-0.15358,-0.592887,-0.841991,-0.596275,-0.453878,-0.395677,-0.456667,-0.027169,-0.452136,-0.364546,-0.425727,-0.226717,-0.075651,-0.149339,0.824274,censored
