idx,content,pubdate,url,uid,pid,mid,testdate,status,retestdate,status_2,followers,error,topic,class,controversial,cap
345,我看着明代的一些作品的赏析。突然想到，我总是下意识的把封建专制定义为不民主和不自由。但是去读各个朝代的作品，读得越多，就越发现自己的刻板印象在剧烈的摇晃。就拿汤显祖改编自《枕中记》的《邯郸梦记》来说..其中“对科举的荒唐腐朽，对宦途的变化无常，官僚的奢侈荒淫的揭露和批判。”设想一下这本书放在今天想来我是看不到了...再想下去真是长太息以掩涕兮。,12/20/18,https://weibo.com/1967195363/H86NgFwwY,1967195363,H86NgFwwY,4319330000000000.0,12/24/18,not available,12/24/18,not available,3302.0,Permission Denied!,democracy,censored,0.4444444444444444,0.0
15447,最新发布【公安部：今年以来对530起较大以上道路交通事故开展调查】今年1至11月，中国各地公安机关交通管理部门对发生的530起较大以上道路交通事故全部启动深度调查，并对17起重点车辆肇事伤亡事故提级开展深度调查，目前已调查结案506起。依法刑事立案190起。O公安部：今年以来对530起较大以上道路交通事故开展调查,12/17/18,https://weibo.com/2610773935/H7E6Wko2h,2610773935,H7E6Wko2h,4318220000000000.0,12/21/18,available,1/1/19,available,564.0,,china,uncensored,0.3333333333333333,0.0
9175,刘国梁当选中国乒乓球协会主席，是中国乒乓运动的正确选择。虽说专业人做专业事，但是专业人还要有智慧，有气量，有格局，有威望……。有些“专业人主席”还真不是那么回事，不能因为刘国梁当主席了，其他当主席的所谓“专业人”也一股脑的成“正确选择”了。O棋哥|邓小平：刘国梁是个好苗子,12/1/18,https://weibo.com/1496864063/H5cRCpOKH,1496864063,H5cRCpOKH,4312410000000000.0,12/5/18,available,12/19/18,available,2795044.0,,china,uncensored,0.4444444444444444,0.0
136,中国人民大学财政金融学院教授向松祚表示，今年是改革开放40周年，总结过去，探讨未来，可以提出三个问题：第一，过去40年我们总体是“单方面的开放”，以“引进来”为主，而我们自己没有多少跨国企业，企业没有走出去，资金没有走出去，货币没有走出去。中国企业怎么成为国际企业，货币怎么成为国际货币，金融怎么成为国际金融，中国理念怎么走出去，这是我们需要思考的问题。第二，我们现在开始为全球贡献治理方案、贸易规则、金融规则、货币规则等等，背后的理念是什么？第三，讲对外开放，也要讲对内开放。国内的理念、观念、思想怎么开放？如果国内思想不开放，我们可以在全世界引领思想的潮流吗？这个问题我提出来大家思考。韩教授，跟您说一声，这家伙骂的范围很大，不外乎吸睛效果好，但实际效果屁用没有，作为金融学院教授，证券市场更是提都不敢提，侧面印证了作为既得利益者，吃了别人的嘴还是软啊！,12/18/18,https://weibo.com/1306293665/H7RfuiIbU,1306293665,H7RfuiIbU,4318730000000000.0,12/22/18,not available,12/23/18,not available,108479.0,Permission Denied!,china,censored,0.6666666666666666,0.0
175,罗森斯坦说，过去7年来，司法部90%以上的商业间谍案涉及到中国。他说，不断出现大量的这类案件是“不可接受的”。罗森斯坦在回答有关孟晚舟引渡会不会受特朗普总统影响的问题时说，美国司法部有责任对此案进行调查，并作出独立的决定。司法部的决定不会受政治影响。纽约南区联邦检察官伯曼(GeoffreyBerman)说，过去12年来，APT10黑客的成员进入了45美国公司、以及美国宇航局、能源部和海军的电脑系统，曾窃取了10万多名美国海军军人的社会安全号码和出生日期等信息。美国联邦调查局(FBI)局长克里斯托弗·雷（ChristopherWray）说，除了中国政府雇佣的黑客外，中国还利用普通的公司、个人等为政府收集情报。在美国司法部召开记者会的同时，美国的一些盟国也发表声明，对中国的黑客行为表示谴责。英国政府在一份声明中也指出，黑客攻击是由一个名为APT10的组织实施的，而该组织替中国国家安全部开展行动。声明称，“这一行动表明，中国一些政府机构没有遵守中国在2015年双边协议中直接对英国作出的承诺。”,12/20/18,https://weibo.com/1951243215/H8bkusHt6,1951243215,H8bkusHt6,4319500000000000.0,12/24/18,not available,12/25/18,not available,421.0,Permission Denied!,china,censored,1.0,0.0
74,今日头条】据媒体报道，特朗普发布推特称，中国已经同意降低和取消对从美国进入中国的汽车征收的关税。目前关税为40%。作为全球最大的纯电动车企，特斯拉的一举一动备受关注。中国是特斯拉最大的海外市场，也是目前全球最大的电动汽车市场。受汽车关税上调的影响，特斯拉中国销量大幅下滑。中国乘用车市场信息联席会有数据显示，今年三季度，特斯拉在华销量下滑37%，其中10月份销量更是暴跌70%。若中国降低和取消美国汽车关税，特斯拉供应商有望受益销量上升。广东鸿图（002101）已成为特斯拉的一级供应商，主要提供支架类产品。奥特佳（002239）子公司空调国际(美国)是特斯拉的汽车空调产品供应商。国机汽车,12/3/18,https://weibo.com/2083942267/H5Dk7ofEu,2083942267,H5Dk7ofEu,4313430000000000.0,12/7/18,not available,12/16/18,not available,3983.0,Permission Denied!,china,censored,0.5555555555555556,0.0
16255,漂亮，中国在日内瓦回怼美国！-12月17日，位于日内瓦的世界贸易组织（WTO）总部并不平静。当天，WTO对美国展开贸易政策审议。在会议上，中国对美国今年以来实施的钢铝关税等单边主义和保护主义政策以及美国阻挠上诉机构成员遴选的做法表示批评。(O漂亮，中国在日内瓦回怼美国！_《参考消息》官方网站,12/19/18,https://weibo.com/3195767402/H7YVw0mN8,3195767402,H7YVw0mN8,4319030000000000.0,12/23/18,available,1/4/19,available,2604.0,,china,uncensored,0.7777777777777778,0.0
583,大家信不信？中美贸易战打不了太久。特朗普是个没有耐心的人，他下令制裁中国军方就是例证。接下去如果中国继续顶着干，特郎普还有更狠的招数。此招一出，天下跪安。这一招30年前没半点用处，但今天已绝非往日，比派航母派F-22和F-35管用多了。问：1）这一招是什么内容？2）为什么这一招是必杀技？注：新老红粉儿不必加入回答，再给你们八辈儿脑袋也猜不着。,9/24/18,https://weibo.com/1063890337/GAPdaAFwO,1063890337,GAPdaAFwO,4287770000000000.0,9/28/18,not available,12/27/18,not available,2262590.0,Permission Denied!,trump,censored,0.7777777777777778,0.0
820,国进民退不花钱直接抢做土匪真棒嗯要捐躯爱党爱国,12/4/18,https://weibo.com/2518034584/H5G523HUX,2518034584,H5G523HUX,4313530000000000.0,12/9/18,not available,12/16/18,not available,12816.0,Permission Denied!,patriotism,censored,0.7777777777777778,0.1111111111111111
250,近些年能在国家电视台上公开辱华的也就瑞典了，一个弹丸大小的发达国家，高傲的不得了。某些西方国家并不像你们觉得的那样民主、人权，也是看人看种族区别对待。瑞典向来反华，接收大和尚，支持境外分裂势力，这种垃圾小国断交都不为过。不管这把火是怎么烧起来的，瑞典反华是不争事实，看以后谁还去瑞典，把我们骂成那样还要去的，也就剩下些软体动物了。抵制它们！,9/23/18,https://weibo.com/5671933168/GAFjLgi7x,5671933168,GAFjLgi7x,4287390000000000.0,9/27/18,not available,12/25/18,not available,78704.0,Permission Denied!,democracy,censored,0.8888888888888888,0.1111111111111111
4405,新款iPhone也将纳入禁售范围高通赢了，所有的国产手机厂都要交更高额度的专利费；手机核心供应商有的也要交更多的成本。而且他也是美资企业。你们这些幸灾乐祸地宣传苹果被禁售的，意义何在呢？况且高通是华为的最大竞争对手，不是市场竞争，是更高层的标准和规则竞争。这跟爱不爱国没关系啊大家跑偏了吧,12/19/18,https://weibo.com/3816792980/H83Rxxc1J,3816792980,H83Rxxc1J,4319210000000000.0,12/23/18,available,1/4/19,available,54.0,,patriotism,uncensored,0.6666666666666666,0.0
33273,看了部文革时代的小说，真惨，想想我爷爷他们那时候由地主变的落魄了心情得是什么样啊,10/10/18,https://weibo.com/3184712972/GDkvKfVDi,3184712972,GDkvKfVDi,4293740000000000.0,10/14/18,available,1/1/19,available,153.0,,cr,uncensored,0.7777777777777778,0.1111111111111111
1438,媒体对孟女士这事儿的报道，看不出法律上美国此举的具体依据（根据苍蝇和蛋的理论，这事儿是不可能没有具体法律依据的），基本都是打爱国牌号召民众支持华为什么的，跟刘强东那事儿完全两个路数，可以看出，我国媒体是很待见华为这家企业的。,12/7/18,https://weibo.com/1765312877/H6fnzs2Za,1765312877,H6fnzs2Za,4314890000000000.0,12/11/18,available,12/22/18,available,326.0,,patriotism,uncensored,0.6666666666666666,0.0
34544,真的是文革……中廣新聞網九合一大選各家都播選舉新聞，NCC今天表示，經民眾陳情，中天、TVBS、台視、民視、壹電視等5家電視台、共9件案件涉違反選罷法，NCC已移送中選會認定。電視新聞台惟有三立、東森沒有被舉報。2福州·三叉街,11/22/18,https://weibo.com/1561727697/H3T5fET2T,1561727697,H3T5fET2T,4309270000000000.0,11/26/18,available,12/17/18,available,1137.0,,cr,uncensored,0.7777777777777778,0.1111111111111111
23288,呵呵呵呵，特朗普我很满意【他们持旧中国债券要求新中国偿还特朗普还接见了】O他们持旧中国债券要求新中国偿还特朗普还接见了,10/1/18,https://weibo.com/1670963664/GBSKOyvYa,1670963664,GBSKOyvYa,4290290000000000.0,10/5/18,available,12/2/18,available,280.0,,trump,uncensored,0.7777777777777778,0.1111111111111111
29603,g20变成了g2，全世界都在看着，希望川普不要再翻脸了。中国,12/1/18,https://weibo.com/2498293127/H5ldjluNO,2498293127,H5ldjluNO,4312730000000000.0,12/5/18,available,12/18/18,available,27.0,,trump,uncensored,0.6666666666666666,0.0
702,早上没起床先各渠道看看与川普在阿根廷的会面。留给中国国家足球队的时间不多了。只有90天。,12/1/18,https://weibo.com/1801024483/H5ldEkNSU,1801024483,H5ldEkNSU,4312730000000000.0,12/5/18,not available,12/16/18,not available,501.0,Permission Denied!,trump,censored,0.4444444444444444,0.0
13273,以艺术为名贩卖政治，这个一贯贩卖政治的“经典老照片”微信公众号，又积极为杜撰“法理依据”为美国国内法长臂管理辩护，煽动对中国政府立场不满的文章作恶意传播。O华为案后再读经典：以父之名，美国法律如何管到全球八成企业经典老照片2：华为案后再读经典：以父之名，美国法律如何管到全球八成企业,12/11/18,https://weibo.com/1562005053/H6NIDAmhs,1562005053,H6NIDAmhs,4316210000000000.0,12/15/18,available,12/26/18,available,948.0,,china,uncensored,0.8888888888888888,0.0
170,2019年我向总理说句话每次被删得最多的就是社会问题它明明就一直存在为什么不敢直面中国现在只看得到经济吗国内的文明教育文化素养人文传统宗教信仰是打算每次附加在经济后面做做梦而已吗通过获得只想看到的数据来证实社会生活变得多美好是听不见群众的呼声吗许静爱国变成了什么,12/20/18,https://weibo.com/5393930881/H8aIScsqH,5393930881,H8aIScsqH,4319480000000000.0,12/24/18,not available,12/25/18,not available,45.0,Permission Denied!,china,censored,0.5555555555555556,0.1111111111111111
785,张首晟和孟晚舟事件，让我信服不是政治阴谋是不可能的。我等虽无用之辈，若真有开战那一天，若真有国家需要那一天，绝不贪生，绝不怕死。,12/9/18,https://weibo.com/2713762012/H6w6s4FJM,2713762012,H6w6s4FJM,4315530000000000.0,12/13/18,not available,12/17/18,not available,83.0,Permission Denied!,meng,censored,0.5555555555555556,0.0
185,许静广州十三行杀人2019年我向总理说句话广州警方辟谣小伙被扔下楼这世道，有钱就能一手遮天吗？中国的言论本就不开放，只能靠吃瓜群众引发舆论才能让ZF重视？？？？官逼民反吗？！,12/21/18,https://weibo.com/3884016334/H8k1w0H2j,3884016334,H8k1w0H2j,4319840000000000.0,12/25/18,not available,12/26/18,not available,356.0,Permission Denied!,china,censored,1.0,0.2222222222222222
7754,财经早餐：21世纪：据中国机构编制网，国家卫生健康委员会职能配置、内设机构和人员编制规定，即“三定”方案正式公布。原内设机构计划生育基层指导司、计划生育家庭发展司、流动人口计划生育服务管理司三个与计划生育相关的内设机构，均已被撤销，转而变成新的人口监测与家庭发展司。,9/11/18,http://weibo.com/1700709963/GyOfrC59N,1700709963,GyOfrC59N,4282960000000000.0,9/14/18,available,1/2/19,available,201988.0,,fp,uncensored,0.4444444444444444,0.0
3150,我发现每次从学校去追星都是坐地铁到国贸再走一段路这次活动地点离上次北京动物世界路演的万达特别近我爱国贸,12/14/18,https://weibo.com/5672104686/H7fU3pRfT,5672104686,H7fU3pRfT,4317290000000000.0,12/18/18,available,12/29/18,available,678.0,,patriotism,uncensored,0.2222222222222222,0.0
18987,勿忘国耻振兴中华我偏执地以为孟晚舟的在加被捕，是美帝对中华有为的惧惮下导致的一个很可怕的政治错误，一个蠢得不能再蠢的策略。因为：今朝的美帝仍然是昔日的美帝如今的中国再不是曾经的中国铭记不只是民族的悲怆还有落后必亡的训诫纪念从不为宣扬复仇的怨念只为许下复兴的心愿：勿忘历史，珍爱和平！振兴中华，吾辈自强！,12/12/18,https://weibo.com/3169520317/H70LUbfT6,3169520317,H70LUbfT6,4316710000000000.0,12/16/18,available,12/27/18,available,289.0,,meng,uncensored,0.7777777777777778,0.0
486,安卓手机真的性价比高，办网络送的手机用了大半年一点也不卡顿，电量续航能力强爆了。16年买的苹果手机6sp，用一年就卡得不行，电量也是超级不经管。再想想一想不要脸的川普政府，只想说：再也不买iPhone。,9/15/18,http://weibo.com/1877408224/GzsZl5azf,1877408224,GzsZl5azf,4284530000000000.0,9/18/18,available,12/27/18,not available,1695.0,Permission Denied!,trump,censored,0.4444444444444444,0.0
403,许静人权？一个无辜的生命被迫害逝去，家人却无处维权依法治国？暴力机关在一个涉黑杀人犯面前选择帮其掩盖真相舆论监督？追查真相的热搜一点一点沉底，为其发声的微博一条一条无故消失,12/19/18,https://weibo.com/5102135088/H80dZmxCZ,5102135088,H80dZmxCZ,4319070000000000.0,12/23/18,not available,12/24/18,not available,67.0,Permission Denied!,hr,censored,0.7777777777777778,0.1111111111111111
119,一些不知祖宗的良苦用心或者说想借踩在大师的脊梁上投机取巧的人曾激动地指责鲁迅的文章尽写中国人人性的“丑”，而没有写出中国人人性的“美”。这是何其悲哀和愚味！鲁迅是生活在什么时代？不知丑何知美！十九世纪中叶以后，以陀斯妥也夫斯基和波德莱尔发刃的现代主义文学艺术，一反古典时代崇美仰丑的反理性写法，特别是“二战”以后，西方的文学艺术描写的焦点放在表现“丑”上，但西方人并没有愤愤不平痛陈那些所谓写“丑”英明的大师们！,12/14/18,https://weibo.com/1364763735/H7hMb6GFC,1364763735,H7hMb6GFC,4317370000000000.0,12/18/18,not available,12/20/18,not available,143.0,Permission Denied!,china,censored,0.7777777777777778,0.0
748,【孟晚舟和特朗普的选择】刘裘蒂：孟晚舟的被捕在美国舆论中也受到不少批评。接下来她在加美两国法律程序下有何选择？特朗普有权干预此案吗？O孟晚舟和特朗普的选择（分享自,12/16/18,https://weibo.com/2296635143/H7D5x44Lr,2296635143,H7D5x44Lr,4318190000000000.0,12/20/18,not available,12/21/18,not available,2478.0,Permission Denied!,trump,censored,0.8888888888888888,0.0
19276,加外长严厉警告特朗普：不要将孟晚舟事件政治化—-在外界看来，特朗普的“干预”言论将加拿大置于尴尬境地，其司法独立性也受到严重质疑。O加外长严厉警告特朗普：不要将孟晚舟事件政治化,12/13/18,https://weibo.com/1180316095/H753PaGAU,1180316095,H753PaGAU,4316880000000000.0,12/17/18,available,12/28/18,available,272280.0,,meng,uncensored,0.7777777777777778,0.0
4798,本人真的很讨厌政治正确的那套东西啊东欧国家拒绝接受难民好像没承担不尊重人家的人权小家子气什么的但人家百姓生活很安全没有德国法国那么多幺蛾子事我们打造命运共同体新闻里赤裸裸地播着非洲某国兄弟来中国留学每月8000的补贴他除了自己用一部分还可以汇回家家里老婆每个月才赚20美元他对老婆说中国zf好！我很感谢中国！然后他老婆也马上要来了还有社会主义大学的羊毛也很好薅不想多说有的人拿着贫困家庭补贴就轻飘飘了过着比普通同学还好的物质生活凭什么啊您,9/5/18,http://weibo.com/5866557778/GxXw0tyvR,5866557778,GxXw0tyvR,4280940000000000.0,9/8/18,available,11/29/18,available,386.0,,hr,uncensored,0.5555555555555556,0.0
904,真是要疯了开学三周了读书读的都是半本便弃书雾都孤儿是王小波的黄金时代也是上学期讲狄更斯的双城记时提起雾都孤儿刚好在图书馆碰见便拿了奥利弗真的是命运很坎坷了让人心疼王小波的黄金时代不一样我读的时候就想怎么会有人会这么大胆的写性王小波同样受过文革迫害所以按理和刘心武等作家划分在一起但是在讲伤痕文学时并没有提到王小波。冲击力是我读他作品最大的感受思想和目及之处都是。黄金时代、三十而立、似水流年用笔记录伤痕也用笔抚平伤痕……,9/20/18,http://weibo.com/5999595737/GAbycbVWt,5999595737,GAbycbVWt,4286240000000000.0,9/24/18,available,12/24/18,not available,53.0,Permission Denied!,cr,censored,0.3333333333333333,0.0
97,无语，传说的中产在股市都成了韭菜？2018中国股民图鉴：有房有车中年已婚男别名韭菜。O2018中国股民图鉴：有房有车中年已婚男别名韭菜,12/7/18,https://weibo.com/1285707277/H6a7A2LdA,1285707277,H6a7A2LdA,4314690000000000.0,12/11/18,not available,12/16/18,not available,709734.0,Permission Denied!,china,censored,0.6666666666666666,0.0
818,火箭少女要去MAMA哈哈，路人知mama?上知男女团，下知饭圈事了不起呵呵，评论又雷同火箭少女不行XX团了解下拉踩安利中啧啧，又来秀优越感你们在欧美日圈前的怂样不敢忘不敢忘哈哈，怎么白莲式买惨追韩非爱国你们欺负我在下生气了哼Emmm，你把话全讲了这年头撞人还想一笑而过真不要脸,11/30/18,https://weibo.com/3464458202/H58rZ543l,3464458202,H58rZ543l,4312240000000000.0,12/4/18,available,12/19/18,not available,345.0,Permission Denied!,patriotism,censored,0.5555555555555556,0.0
40,红黄蓝幼儿园案一审宣判前几天刚看完熔lu上微博搜发现直接给屏蔽关键词了瞬间想到三色幼儿园事件难道两者有什么联系？政府如此打压庇护孩子的合法权益根本得不到保证公信力也就如此每天看新闻是天下太平实际上呢真的是不敢让人深思了,12/27/18,https://weibo.com/5640180095/H9ifKrlF5,5640180095,H9ifKrlF5,4322150000000000.0,12/31/18,not available,1/1/19,not available,111.0,Permission Denied!,kindergarten,censored,0.8888888888888888,0.0
1113,你美可以说是毫无廉耻之心的强国了，给大家上了一趟生动的爱国主义（此处为褒义）教育,12/5/18,https://weibo.com/1789077073/H5Xne4A5Q,1789077073,H5Xne4A5Q,4314200000000000.0,12/9/18,available,12/21/18,available,262.0,,patriotism,uncensored,0.8888888888888888,0.0
21139,我大概知道滑油和牛屎上写自己是潜伏反川抵抗军一员，所谓白宫高级官员的其中一人的身份了，那就是麦凯恩的顾问亨利克纳，也是曾被爆出正是由他提出用irs政治打击茶党运动，说明他和麦凯恩的关系极密切，也极可能对麦凯恩参与制造川普黑材料知情。大选后他通过麦凯恩的人脉进入了川普政府任美国特别顾问办公室担任特别顾问，而最巧的是这个办公室就是专门保护政府机构内的举报人的,9/7/18,http://weibo.com/5857412237/GyafMpcdD,5857412237,GyafMpcdD,4281430000000000.0,9/10/18,available,12/1/18,available,15215.0,,trump,uncensored,0.7777777777777778,0.0
19469,美国学者评孟晚舟案:因制裁抓人请先从美国企业开始O美国学者评孟晚舟案:因制裁抓人请先从美国企业开始,12/13/18,https://weibo.com/1507186525/H79Q0byBy,1507186525,H79Q0byBy,4317060000000000.0,12/17/18,available,12/28/18,available,19833.0,,meng,uncensored,0.7777777777777778,0.0
877,本来圣诞节是个蛮有氛围的一个节日到处红红绿绿也挺有意思的有人觉得过这个节这就是崇洋媚外就是不爱国不是中国人我真的活在2018年吗,12/24/18,https://weibo.com/2441846110/H8MDo6whf,2441846110,H8MDo6whf,4320940000000000.0,12/28/18,not available,12/28/18,not available,681.0,Permission Denied!,patriotism,censored,0.6666666666666666,0.0
885,copy不copy都随意吧copy的好也行啊而且最搞笑的还是当时那个去舔最后一句太帅了吧哈哈哈哈哈哈哈虽然copy但是不相信某人也爱国的可以滚远点的哈哈哈哈哈哈哈,12/30/18,https://weibo.com/6169515945/H9Gvhmzbq,6169515945,H9Gvhmzbq,4323080000000000.0,1/3/19,not available,1/3/19,not available,79.0,Permission Denied!,patriotism,censored,0.5555555555555556,0.0
77,今天授衔唱国歌热泪盈眶了是一名中国人民武装警察了！,12/4/18,https://weibo.com/6306306473/H5He20QXa,6306306473,H5He20QXa,4313580000000000.0,12/9/18,available,12/19/18,not available,4567.0,Permission Denied!,china,censored,0.2222222222222222,0.0
15422,中国足球中国足协公布了赴西亚备战亚洲杯的25人名单一、人员名单团长：蔡勇主教练：里皮领队：刘殿秋副领队：张贺管理：康冰、黄松、黄伟涛助理教练：佩佐蒂、马达洛尼、德罗索守门员教练：兰普拉体能教练：高迪诺、内里医生：卡斯特拉齐、王书成康复师：金日、高建国、张延瑞、马特奥、奇雷力对外联络官：朱彤科研：杜立达技术分析：刘智宇、佟强新闻官：车恒智翻译：文迁时、徐杨、刘剑装备管理：郭锐、陈曦运动员：(25名)广州恒大淘宝：郑智、张琳芃、李学鹏、冯潇霆、于汉超、郜林上海上港：颜骏凌、石柯、武磊天津权健：张鹭、刘奕鸣、赵旭日河北华夏幸福：张呈栋广州富力：肖智山东鲁能泰山：蒿俊闵、刘洋、金敬道、王大雷北京中赫国安：于洋、池忠国、朴成、于大宝、韦世豪、郭全博江苏苏宁：吴曦,12/17/18,https://weibo.com/2631789892/H7Dwpl9b2,2631789892,H7Dwpl9b2,4318200000000000.0,12/21/18,available,1/1/19,available,533.0,,china,uncensored,0.3333333333333333,0.0
366,哈哈哈，这事明摆着双方都有不合理的地方，怎么就摆明要撑腰呢？瑞典靠石油有钱，进出口上不能很容易的搞一搞，那就只能在人权上面搞事情了，谁让大和尚访问瑞典呢。都在骂那家人素质低丢国人的脸，只不过借着这个事搞大和尚呢。,9/18/18,http://weibo.com/2711261534/GzPDqfK3t,2711261534,GzPDqfK3t,4285400000000000.0,9/22/18,not available,12/30/18,not available,47.0,Permission Denied!,hr,censored,0.6666666666666666,0.0
542,说好的对2000亿美元商品加征关税，怎么还不见影子？看起来美帝联邦政府内部也是有争议的。特朗普，你的大棒也不是随意能挥得动的，不要小看一个有五千年历史传承的国家，尤其这个国家还是中国，孙子兵法了解一下。谈判吧。,9/18/18,http://weibo.com/2817044573/GzPUSD632,2817044573,GzPUSD632,4285410000000000.0,9/22/18,not available,12/27/18,not available,387.0,Permission Denied!,trump,censored,0.5555555555555556,0.0
36780,很遗憾的是，越看经济史，越整理逻辑关系，表明自由市场、私有经济、产权清晰、惯例法、政府提供大规模公共资源投资、契约维护等等，都绝对是经济发展的唯一路径，但民主制度不是。工会和NGO等等行为组织更加不是，而且是相反的经济发展和社会公平的负相关一面。,10/2/18,https://weibo.com/1619925757/GC5KFyv77,1619925757,GC5KFyv77,4290790000000000.0,10/7/18,available,11/28/18,available,94814.0,,democracy,uncensored,0.6666666666666666,0.1111111111111111
340,十三行如果这是没有得到一个合理的解决，你让我怎么心安理得地说依法治国？？考完研就把政治书撕了，先撕民主法制，等等看有没有机会把它先回去。,12/19/18,https://weibo.com/3170234885/H7ZfsCV6a,3170234885,H7ZfsCV6a,4319040000000000.0,12/23/18,not available,12/24/18,not available,181.0,Permission Denied!,democracy,censored,0.7777777777777778,0.0
1074,吴京做着爱国的生意，干着伤害国家的事。补交几个亿就可以洗白了吗？,12/5/18,https://weibo.com/1750330847/H5Sl27E1T,1750330847,H5Sl27E1T,4314010000000000.0,12/9/18,available,12/21/18,available,16551.0,,patriotism,uncensored,1.0,0.0
99,美国头号大报发表文章：《逮捕华为考验中国领导人，恐惧和愤怒扼住中国精英层》。这篇文章目前只有英文版。我本来想摘译几段给大家看。但是，中国人当中天生的奴隶猪仔在网上活跃的不少，他们又会挑刺说我断章取义什么的。就等报纸自己的中文版出来吧，一般也非常及时。我就是在这篇文章中被大报点了名。这里简单评论一句：如果中国的精英层真的因为此事被恐惧和愤怒扼住了，那他们还有救，就怕他们只懂得唱后庭花,12/7/18,https://weibo.com/1403497553/H6gjuyu5f,1403497553,H6gjuyu5f,4314930000000000.0,12/11/18,not available,12/16/18,not available,1846487.0,Permission Denied!,china,censored,1.0,0.0
143,看到一评价中国目前法治状况的话，感觉说得挺经典的：高标准立法、普遍性违法、选择性执法……,12/19/18,https://weibo.com/1557740883/H7Y0GfdPv,1557740883,H7Y0GfdPv,4318990000000000.0,12/23/18,not available,12/24/18,not available,531584.0,Permission Denied!,china,censored,0.6666666666666666,0.1111111111111111
